CustomerID,Recency,Frequency,Monetary,FirstPurchase,LastPurchase,TotalQuantity,UniqueProducts,Country,CustomerLifetime,AvgOrderValue,AvgDaysBetweenPurchases,R_Score,F_Score,M_Score,RFM_Score,RFM_Value,Customer_Segment,ML_Cluster,Churned,DaysActive,PurchaseFrequency,MonthsSinceFirstPurchase,IsOneTimeBuyer,Churn_Probability,Churn_Risk_Level,Monthly_Purchase_Rate,Monthly_Revenue,CLV
12363.0,110,2,345.78000000000003,2011-04-11 13:29:00,2011-08-22 10:18:00,318,17,Unspecified,133,172.89000000000001,66.5,2,2,3,223,7,Cannot Lose Them,1,1,133,0.45112781954887216,4.433333333333334,0,0.9777355072463769,High,0.45112781954887216,77.99548872180452,334.0273753849168
12364.0,8,3,1106.28,2011-08-19 15:24:00,2011-12-02 10:22:00,1281,67,Belgium,105,368.76,35.0,5,3,4,534,12,Loyal Customers,1,0,105,0.8571428571428571,3.5,0,0.0018309859154929577,Low,0.8571428571428571,316.08,1353.6599942112882
12365.0,291,1,307.94,2011-02-21 13:51:00,2011-02-21 13:51:00,172,20,Cyprus,1,307.94,1.0,1,1,3,113,5,New Customers,2,1,1,30.0,0.03333333333333333,1,1.0,High,30.0,9238.2,39563.97671008202
12367.0,4,1,138.3,2011-12-05 16:48:00,2011-12-05 16:48:00,112,9,Denmark,1,138.3,1.0,5,1,1,511,7,Potential Loyalists,1,0,1,30.0,0.03333333333333333,1,0.0,,30.0,4149.0,17768.714616497833
12370.0,51,4,1927.73,2010-12-14 12:58:00,2011-10-19 14:51:00,1090,118,Cyprus,310,481.9325,77.5,3,4,5,345,12,At Risk,0,0,310,0.3870967741935484,10.333333333333334,0,0.0,,0.3870967741935484,186.55451612903227,798.9476880008716
12371.0,60,1,1201.46,2011-10-11 10:43:00,2011-10-11 10:43:00,472,56,Switzerland,1,1201.46,1.0,3,1,5,315,9,Potential Loyalists,0,0,1,30.0,0.03333333333333333,1,0.002727272727272727,Low,30.0,36043.8,154362.97804148583
12372.0,72,3,663.54,2011-02-16 12:46:00,2011-09-29 12:12:00,550,32,Denmark,225,221.17999999999998,75.0,3,3,4,334,10,At Risk,1,0,225,0.4,7.5,0,0.00044286680189317104,Low,0.4,88.472,378.89460582087156
12373.0,311,1,221.10000000000002,2011-02-01 13:10:00,2011-02-01 13:10:00,126,10,Austria,1,221.10000000000002,1.0,1,1,2,112,4,Lost Customers,2,1,1,30.0,0.03333333333333333,1,0.9998290598290598,High,30.0,6633.000000000001,28406.817076700445
12374.0,25,1,479.71,2011-11-14 15:37:00,2011-11-14 15:37:00,313,28,Austria,1,479.71,1.0,4,1,3,413,8,Potential Loyalists,0,0,1,30.0,0.03333333333333333,1,0.0020514415133569717,Low,30.0,14391.3,61632.900135069955
12375.0,11,2,200.10000000000002,2011-09-02 14:23:00,2011-11-29 10:36:00,102,10,Finland,88,100.05000000000001,44.0,5,2,2,522,9,Potential Loyalists,1,0,88,0.6818181818181819,2.933333333333333,0,8.771929824561403e-05,Low,0.6818181818181819,68.21590909090911,292.14485922904896
12377.0,315,2,1157.52,2010-12-20 09:37:00,2011-01-28 15:45:00,834,63,Switzerland,40,578.76,20.0,1,2,4,124,7,Cannot Lose Them,2,1,40,1.5,1.3333333333333333,0,0.9977260179434093,High,1.5,868.14,3717.939722141824
12378.0,130,1,3188.62,2011-08-02 10:34:00,2011-08-02 10:34:00,1987,190,Switzerland,1,3188.62,1.0,2,1,5,215,8,Cannot Lose Them,0,1,1,30.0,0.03333333333333333,1,0.9719999999999999,High,30.0,95658.59999999999,409672.2979064159
12379.0,82,2,660.24,2011-06-22 16:32:00,2011-09-19 10:09:00,342,36,Belgium,89,330.12,44.5,2,2,4,224,8,Cannot Lose Them,1,0,89,0.6741573033707865,2.966666666666667,0,0.03423603570342701,Low,0.6741573033707865,222.55280898876404,953.1157748906488
12380.0,22,4,1505.05,2011-06-07 09:49:00,2011-11-18 11:27:00,796,70,Belgium,165,376.2625,41.25,4,4,5,445,13,Champions,0,0,165,0.7272727272727273,5.5,0,0.0,,0.7272727272727273,273.6454545454545,1171.927690508559
12381.0,5,5,1253.46,2011-08-12 09:57:00,2011-12-05 12:44:00,742,63,Norway,116,250.692,23.2,5,4,5,545,14,Champions,1,0,116,1.293103448275862,3.8666666666666667,0,0.0,,1.293103448275862,324.17068965517245,1388.3095858076754
12383.0,185,5,1069.04,2010-12-22 14:28:00,2011-06-08 08:02:00,985,70,Belgium,168,213.808,33.6,1,4,4,144,9,Cannot Lose Them,2,1,168,0.8928571428571429,5.6,0,0.996,High,0.8928571428571429,190.9,817.5578742563115
12384.0,29,2,286.32,2011-08-10 11:23:00,2011-11-11 08:39:00,107,17,Switzerland,93,143.16,46.5,4,2,2,422,8,Potential Loyalists,1,0,93,0.6451612903225806,3.1,0,0.008351648351648353,Low,0.6451612903225806,92.36129032258064,395.55107480198564
12386.0,367,1,144.3,2010-12-08 09:53:00,2010-12-08 09:53:00,82,6,Australia,1,144.3,1.0,1,1,2,112,4,Lost Customers,2,1,1,30.0,0.03333333333333333,1,1.0,High,30.0,4329.0,18539.591606367587
12388.0,16,6,1465.66,2011-01-17 11:12:00,2011-11-24 12:30:00,814,48,Australia,312,244.27666666666667,52.0,4,5,5,455,14,Champions,1,0,312,0.5769230769230769,10.4,0,0.0,,0.5769230769230769,140.92884615384614,603.5489150494144
12390.0,80,1,407.74,2011-09-21 09:33:00,2011-09-21 09:33:00,308,26,Belgium,1,407.74,1.0,2,1,3,213,6,New Customers,1,0,1,30.0,0.03333333333333333,1,0.016868217054263567,Low,30.0,12232.2,52386.23064158226
12391.0,22,1,428.11,2011-11-18 12:07:00,2011-11-18 12:07:00,270,89,Cyprus,1,428.11,1.0,4,1,3,413,8,Potential Loyalists,0,0,1,30.0,0.03333333333333333,1,0.0015968960588115173,Low,30.0,12843.300000000001,55003.35802219008
12393.0,72,4,1193.5,2011-01-11 09:47:00,2011-09-28 15:41:00,618,45,Australia,261,298.375,65.25,3,4,5,345,12,At Risk,1,0,261,0.4597701149425288,8.7,0,0.01,Low,0.4597701149425288,137.18390804597703,587.5106560725106
12394.0,217,1,331.18,2011-05-06 14:01:00,2011-05-06 14:01:00,178,19,Belgium,1,331.18,1.0,1,1,3,113,5,New Customers,2,1,1,30.0,0.03333333333333333,1,1.0,High,30.0,9935.4,42549.840250844194
12395.0,19,12,1844.57,2010-12-03 16:35:00,2011-11-20 15:21:00,1191,75,Belgium,352,153.71416666666667,29.333333333333332,4,5,5,455,14,Champions,1,0,352,1.0227272727272727,11.733333333333333,0,0.0,,1.0227272727272727,157.20767045454545,673.265421024646
12397.0,36,2,1720.01,2011-07-27 14:21:00,2011-11-04 09:52:00,1139,96,Belgium,100,860.005,50.0,3,2,5,325,10,At Risk,0,0,100,0.6,3.3333333333333335,0,0.009747652582159623,Low,0.6,516.0029999999999,2209.860218909793
12398.0,46,1,1273.24,2011-10-25 10:27:00,2011-10-25 10:27:00,1299,80,Switzerland,1,1273.24,1.0,3,1,5,315,9,Potential Loyalists,0,0,1,30.0,0.03333333333333333,1,0.002727272727272727,Low,30.0,38197.2,163585.2364302943
12399.0,119,4,684.6,2011-03-23 09:42:00,2011-08-12 13:15:00,690,41,Belgium,143,171.15,35.75,2,4,4,244,10,At Risk,1,1,143,0.8391608391608392,4.766666666666667,0,0.9874333561175667,High,0.8391608391608392,143.62237762237763,615.0843674415311
12401.0,303,1,32.85,2011-02-09 13:50:00,2011-02-09 13:50:00,7,2,Belgium,1,32.85,1.0,1,1,1,111,3,Lost Customers,2,1,1,30.0,0.03333333333333333,1,1.0,High,30.0,985.5,4220.5515195369035
12402.0,323,1,195.6,2011-01-20 13:49:00,2011-01-20 13:49:00,92,10,Belgium,1,195.6,1.0,1,1,2,112,4,Lost Customers,2,1,1,30.0,0.03333333333333333,1,0.9998290598290598,High,30.0,5868.0,25130.589869753985
12403.0,50,1,9.9,2011-10-21 10:51:00,2011-10-21 10:51:00,2,1,Denmark,1,9.9,1.0,3,1,1,311,5,New Customers,1,0,1,30.0,0.03333333333333333,1,0.01,Low,30.0,297.0,1271.9470332850942
12405.0,149,1,708.57,2011-07-14 08:52:00,2011-07-14 08:52:00,407,34,Finland,1,708.57,1.0,2,1,4,214,7,Cannot Lose Them,0,1,1,30.0,0.03333333333333333,1,0.9841558441558442,High,30.0,21257.100000000002,91036.71811866862
12406.0,22,2,1646.22,2011-06-09 10:23:00,2011-11-17 19:22:00,1158,69,Denmark,162,823.11,81.0,4,2,5,425,11,Loyal Customers,0,0,162,0.37037037037037035,5.4,0,0.002857142857142857,Low,0.37037037037037035,304.85555555555555,1305.5896278429905
12407.0,50,5,932.01,2011-03-20 13:21:00,2011-10-21 10:11:00,814,46,Belgium,215,186.402,43.0,3,4,4,344,11,At Risk,1,0,215,0.6976744186046512,7.166666666666667,0,0.013863636363636363,Low,0.6976744186046512,130.04790697674417,556.9496614949686
12408.0,33,5,1311.77,2011-03-24 14:46:00,2011-11-07 12:27:00,889,67,Belgium,228,262.354,45.6,4,4,5,445,13,Champions,1,0,228,0.6578947368421053,7.6,0,0.0008210180623973727,Low,0.6578947368421053,172.6013157894737,739.1910153519352
12409.0,79,3,162.63,2011-06-10 12:19:00,2011-09-22 10:38:00,145,7,Switzerland,104,54.21,34.666666666666664,2,3,2,232,7,Cannot Lose Them,1,0,104,0.8653846153846153,3.466666666666667,0,0.011764705882352941,Low,0.8653846153846153,46.912499999999994,200.90981548480465
12410.0,309,1,234.63,2011-02-04 10:38:00,2011-02-04 10:38:00,153,13,Switzerland,1,234.63,1.0,1,1,2,112,4,Lost Customers,2,1,1,30.0,0.03333333333333333,1,0.9998290598290598,High,30.0,7038.9,30145.144688856733
12412.0,75,3,820.5,2011-06-23 13:51:00,2011-09-26 10:16:00,626,38,Denmark,95,273.5,31.666666666666668,2,3,4,234,9,Cannot Lose Them,1,0,95,0.9473684210526316,3.1666666666666665,0,0.010580985915492957,Low,0.9473684210526316,259.10526315789474,1109.6571406809355
12413.0,67,3,545.2,2011-01-06 16:12:00,2011-10-04 09:00:00,268,23,France,271,181.73333333333335,90.33333333333333,3,3,3,333,9,Potential Loyalists,1,0,271,0.33210332103321033,9.033333333333333,0,0.0,,0.33210332103321033,60.35424354243543,258.4760977103259
12414.0,217,3,174.45,2011-02-02 14:51:00,2011-05-06 14:51:00,117,9,Austria,94,58.15,31.333333333333332,1,3,2,132,6,Promising,2,1,94,0.9574468085106383,3.1333333333333333,0,0.9736073559858726,High,0.9574468085106383,55.67553191489362,238.4388136219479
12415.0,37,8,469.6,2011-01-06 11:12:00,2011-11-03 11:26:00,298,69,Australia,302,58.7,37.75,3,5,3,353,11,At Risk,1,0,302,0.794701986754967,10.066666666666666,0,0.0,,0.794701986754967,46.64900662251656,199.7813655865544
12417.0,3,9,2092.35,2010-12-17 11:51:00,2011-12-06 14:52:00,1246,123,Belgium,355,232.48333333333332,39.44444444444444,5,5,5,555,15,Champions,1,0,355,0.7605633802816901,11.833333333333334,0,0.0,,0.7605633802816901,176.8183098591549,757.2509247671267
12418.0,113,1,314.21,2011-08-19 11:08:00,2011-08-19 11:08:00,310,23,Switzerland,1,314.21,1.0,2,1,3,213,6,New Customers,1,1,1,30.0,0.03333333333333333,1,0.9968682170542635,High,30.0,9426.3,40369.5431644959
12420.0,64,1,340.7,2011-10-07 08:55:00,2011-10-07 08:55:00,174,19,Cyprus,1,340.7,1.0,3,1,3,313,7,Potential Loyalists,1,0,1,30.0,0.03333333333333333,1,0.0038461538461538464,Low,30.0,10221.0,43772.96507477087
12421.0,16,4,607.57,2011-01-24 15:09:00,2011-11-24 09:07:00,429,30,Spain,304,151.8925,76.0,4,4,4,444,12,Loyal Customers,1,0,304,0.39473684210526316,10.133333333333333,0,0.0,,0.39473684210526316,59.95756578947369,256.77726575392904
12422.0,96,3,645.3100000000001,2011-01-19 09:13:00,2011-09-05 09:48:00,364,37,Australia,230,215.10333333333335,76.66666666666667,2,3,4,234,9,Cannot Lose Them,1,1,230,0.3913043478260869,7.666666666666667,0,0.9840000000000001,High,0.3913043478260869,84.17086956521739,360.4743698064138
12423.0,1,8,1449.69,2010-12-21 10:54:00,2011-12-09 10:10:00,1267,90,Belgium,353,181.21125,44.125,5,5,5,555,15,Champions,1,0,353,0.6798866855524078,11.766666666666667,0,0.0,,0.6798866855524078,123.20311614730876,527.635818434506
12424.0,163,2,233.92000000000002,2011-06-30 12:06:00,2011-06-30 12:06:00,124,15,Australia,1,116.96000000000001,0.5,2,2,2,222,6,New Customers,2,1,1,60.0,0.03333333333333333,0,1.0,High,60.0,7017.6,30053.92424505548
12425.0,78,1,467.34,2011-09-22 17:31:00,2011-09-22 17:31:00,300,29,Portugal,1,467.34,1.0,2,1,3,213,6,New Customers,0,0,1,30.0,0.03333333333333333,1,0.01953488372093023,Low,30.0,14020.199999999999,60043.60874095515
12426.0,195,1,446.08,2011-05-29 12:26:00,2011-05-29 12:26:00,247,25,Germany,1,446.08,1.0,1,1,3,113,5,New Customers,2,1,1,30.0,0.03333333333333333,1,1.0,High,30.0,13382.4,57312.134606849984
12427.0,22,3,382.65999999999997,2010-12-03 10:44:00,2011-11-18 08:56:00,188,20,Germany,350,127.55333333333333,116.66666666666667,4,3,3,433,10,Loyal Customers,1,0,350,0.2571428571428572,11.666666666666666,0,0.0,,0.2571428571428572,32.79942857142857,140.46847092550482
12428.0,26,8,3768.98,2011-03-01 09:33:00,2011-11-14 08:22:00,2669,208,Finland,258,471.1225,32.25,4,5,5,455,14,Champions,4,0,258,0.9302325581395349,8.6,0,0.0,,0.9302325581395349,438.25348837209305,1876.8862773122132
12429.0,9,4,1049.34,2010-12-09 12:05:00,2011-11-30 17:22:00,738,54,Denmark,357,262.335,89.25,5,4,4,544,13,Champions,1,0,357,0.3361344537815126,11.9,0,0.0,,0.3361344537815126,88.1798319327731,377.64335226420525
12430.0,43,1,129.0,2011-10-27 15:09:00,2011-10-27 15:09:00,104,8,Norway,1,129.0,1.0,3,1,1,311,5,New Customers,1,0,1,30.0,0.03333333333333333,1,0.0036,Low,30.0,3870.0,16573.855282199715
12431.0,60,13,3032.51,2010-12-01 10:03:00,2011-10-10 14:49:00,1489,132,Australia,314,233.27,24.153846153846153,3,5,5,355,13,Champions,4,0,314,1.2420382165605095,10.466666666666667,0,0.0,,1.2420382165605095,289.73025477707006,1240.8132593152484
12432.0,43,3,840.1800000000001,2011-06-20 13:27:00,2011-10-28 11:40:00,506,53,Norway,130,280.06,43.333333333333336,3,3,4,334,10,At Risk,1,0,130,0.6923076923076924,4.333333333333333,0,0.025134398189493465,Low,0.6923076923076924,193.88769230769233,830.3531145497053
12433.0,1,7,4304.1,2010-12-01 13:24:00,2011-12-09 10:02:00,3444,151,Norway,373,614.8714285714286,53.285714285714285,5,5,5,555,15,Champions,0,0,373,0.5630026809651475,12.433333333333334,0,0.0,,0.5630026809651475,346.1742627345845,1482.543186817877
12434.0,85,2,532.24,2011-03-24 13:05:00,2011-09-16 12:38:00,352,37,Australia,176,266.12,88.0,2,2,3,223,7,Cannot Lose Them,1,0,176,0.34090909090909094,5.866666666666666,0,0.02,Low,0.34090909090909094,90.72272727272728,388.5336828487481
12436.0,100,1,207.16000000000003,2011-09-01 12:09:00,2011-09-01 12:09:00,166,10,Norway,1,207.16000000000003,1.0,2,1,2,212,5,New Customers,1,1,1,30.0,0.03333333333333333,1,0.9998290598290598,High,30.0,6214.800000000001,26615.812870236383
12437.0,2,18,2544.42,2011-01-12 14:13:00,2011-12-08 11:35:00,1916,102,France,330,141.35666666666668,18.333333333333332,5,5,5,555,15,Champions,4,0,330,1.6363636363636365,11.0,0,0.0,,1.6363636363636365,231.31090909090912,990.6236518002021
12438.0,14,2,1312.1200000000001,2011-07-22 13:29:00,2011-11-25 13:28:00,826,63,Norway,126,656.0600000000001,63.0,5,2,5,525,12,Loyal Customers,0,0,126,0.47619047619047616,4.2,0,0.0018309859154929577,Low,0.47619047619047616,312.4095238095238,1337.9406295607166
12441.0,367,1,155.55,2010-12-08 10:45:00,2010-12-08 10:45:00,120,10,France,1,155.55,1.0,1,1,2,112,4,Lost Customers,2,1,1,30.0,0.03333333333333333,1,0.9998290598290598,High,30.0,4666.5,19984.985962373376
12442.0,3,1,144.06,2011-12-06 14:22:00,2011-12-06 14:22:00,181,11,Spain,1,144.06,1.0,5,1,2,512,8,Potential Loyalists,1,0,1,30.0,0.03333333333333333,1,0.0,,30.0,4321.8,18508.7565267728
12444.0,21,5,2119.61,2011-06-21 14:00:00,2011-11-18 13:23:00,929,108,Norway,150,423.922,30.0,4,4,5,445,13,Champions,0,0,150,1.0,5.0,0,0.0,,1.0,423.922,1815.509529442033
12445.0,22,1,77.4,2011-11-17 18:43:00,2011-11-17 18:43:00,60,3,Spain,1,77.4,1.0,4,1,1,411,6,New Customers,1,0,1,30.0,0.03333333333333333,1,0.0,,30.0,2322.0,9944.313169319828
12446.0,58,1,734.36,2011-10-13 12:50:00,2011-10-13 12:50:00,326,45,RSA,1,734.36,1.0,3,1,4,314,8,Potential Loyalists,0,0,1,30.0,0.03333333333333333,1,0.002727272727272727,Low,30.0,22030.8,94350.20438012543
12447.0,243,1,379.78999999999996,2011-04-10 13:25:00,2011-04-10 13:25:00,181,22,Belgium,1,379.78999999999996,1.0,1,1,3,113,5,New Customers,2,1,1,30.0,0.03333333333333333,1,1.0,High,30.0,11393.699999999999,48795.228663772315
12448.0,44,1,283.95,2011-10-26 13:46:00,2011-10-26 13:46:00,237,19,Spain,1,283.95,1.0,3,1,2,312,6,New Customers,1,0,1,30.0,0.03333333333333333,1,0.007962962962962963,Low,30.0,8518.5,36481.753545586114
12449.0,22,4,2573.64,2011-06-05 15:37:00,2011-11-17 13:46:00,1378,104,Belgium,165,643.41,41.25,4,4,5,445,13,Champions,0,0,165,0.7272727272727273,5.5,0,0.0,,0.7272727272727273,467.93454545454546,2003.9998547559535
12450.0,156,2,131.88,2011-06-19 14:36:00,2011-07-06 14:41:00,88,7,Spain,18,65.94,9.0,2,2,1,221,5,New Customers,2,1,18,3.3333333333333335,0.6,0,0.99,High,3.3333333333333335,219.8,941.3264576298443
12451.0,11,5,4307.89,2011-01-19 09:05:00,2011-11-29 08:40:00,3422,206,Switzerland,314,861.5780000000001,62.8,5,4,5,545,14,Champions,0,0,314,0.47770700636942676,10.466666666666667,0,0.0,,0.47770700636942676,411.581847133758,1762.6609744639147
12452.0,17,1,287.67,2011-11-23 08:05:00,2011-11-23 08:05:00,175,19,Switzerland,1,287.67,1.0,4,1,2,412,7,Potential Loyalists,1,0,1,30.0,0.03333333333333333,1,0.0,,30.0,8630.1,36959.697279305365
12453.0,134,1,707.09,2011-07-28 14:08:00,2011-07-28 14:08:00,473,43,Austria,1,707.09,1.0,2,1,4,214,7,Cannot Lose Them,0,1,1,30.0,0.03333333333333333,1,0.9927272727272728,High,30.0,21212.7,90846.56846116741
12455.0,73,5,932.86,2011-02-16 09:56:00,2011-09-27 15:31:00,668,59,Cyprus,224,186.572,44.8,2,4,4,244,10,At Risk,1,0,224,0.6696428571428571,7.466666666666667,0,0.02386363636363636,Low,0.6696428571428571,124.93660714285714,535.0597535490318
12456.0,44,3,1465.24,2011-03-30 09:12:00,2011-10-26 14:41:00,1090,85,Switzerland,211,488.41333333333336,70.33333333333333,3,3,5,335,11,At Risk,0,0,211,0.4265402843601896,7.033333333333333,0,0.019,Low,0.4265402843601896,208.3279620853081,892.1957351001254
12457.0,86,2,840.13,2011-04-14 18:57:00,2011-09-14 15:54:00,459,40,Switzerland,153,420.065,76.5,2,2,4,224,8,Cannot Lose Them,0,0,153,0.3921568627450981,5.1,0,0.027101648351648352,Low,0.3921568627450981,164.73137254901962,705.4868033761184
12458.0,71,2,565.58,2011-02-28 10:55:00,2011-09-29 15:25:00,334,29,Switzerland,214,282.79,107.0,3,2,4,324,9,Potential Loyalists,1,0,214,0.2803738317757009,7.133333333333334,0,0.002074074074074074,Low,0.2803738317757009,79.28691588785047,339.5581058649031
12461.0,155,1,419.08,2011-07-08 10:23:00,2011-07-08 10:23:00,256,29,Switzerland,1,419.08,1.0,2,1,3,213,6,New Customers,0,1,1,30.0,0.03333333333333333,1,0.9995348837209302,High,30.0,12572.4,53843.188152436094
12462.0,19,2,657.8,2011-02-09 14:44:00,2011-11-21 09:11:00,406,38,Spain,285,328.9,142.5,4,2,4,424,10,Loyal Customers,1,0,285,0.21052631578947367,9.5,0,0.0007407407407407407,Low,0.21052631578947367,69.24210526315788,296.5396982083767
12463.0,53,4,1155.38,2011-04-12 12:47:00,2011-10-17 13:44:00,764,62,Belgium,189,288.845,47.25,3,4,4,344,11,At Risk,1,0,189,0.6349206349206349,6.3,0,0.006629593810444874,Low,0.6349206349206349,183.3936507936508,785.4108082501909
12464.0,150,4,76.5,2011-02-03 13:30:00,2011-07-13 11:58:00,30,1,Belgium,160,19.125,40.0,2,4,1,241,7,Cannot Lose Them,2,1,160,0.75,5.333333333333333,0,0.96,High,0.75,14.34375,61.429260130246035
12465.0,17,2,621.49,2011-06-23 13:37:00,2011-11-22 16:34:00,425,43,Belgium,153,310.745,76.5,4,2,4,424,10,Loyal Customers,1,0,153,0.3921568627450981,5.1,0,0.0059928415810768755,Low,0.3921568627450981,121.8607843137255,521.8870810829559
12468.0,188,2,505.19,2011-01-27 13:29:00,2011-06-05 11:36:00,297,31,Germany,129,252.595,64.5,1,2,3,123,6,New Customers,2,1,129,0.46511627906976744,4.3,0,1.0,High,0.46511627906976744,117.4860465116279,503.15161048100913
12471.0,2,26,5742.55,2010-12-10 09:35:00,2011-12-07 15:43:00,3792,128,Germany,363,220.8673076923077,13.961538461538462,5,5,5,555,15,Champions,4,0,363,2.1487603305785123,12.1,0,0.0,,2.1487603305785123,474.59090909090907,2032.5067301086117
12472.0,32,7,4543.17,2010-12-05 14:19:00,2011-11-07 14:01:00,3494,202,Germany,337,649.0242857142857,48.142857142857146,4,5,5,455,14,Champions,0,0,337,0.6231454005934719,11.233333333333333,0,0.0,,0.6231454005934719,404.4364985163205,1732.0599476095801
12473.0,54,3,2143.05,2011-06-01 10:15:00,2011-10-17 11:27:00,1767,121,Germany,139,714.35,46.333333333333336,3,3,5,335,11,At Risk,0,0,139,0.6474820143884892,4.633333333333334,0,0.018438128772635815,Low,0.6474820143884892,462.5287769784173,1980.8488406958952
12474.0,17,17,5894.89,2011-01-14 10:06:00,2011-11-22 14:39:00,4232,234,Germany,313,346.75823529411764,18.41176470588235,4,5,5,455,14,Champions,4,0,313,1.6293929712460065,10.433333333333334,0,0.0,,1.6293929712460065,565.0054313099041,2419.720478601339
12475.0,54,1,483.34000000000003,2011-10-17 10:10:00,2011-10-17 10:10:00,288,29,Germany,1,483.34000000000003,1.0,3,1,3,313,7,Potential Loyalists,0,0,1,30.0,0.03333333333333333,1,0.014561094023009482,Low,30.0,14500.2,62099.28071394116
12476.0,16,10,2862.79,2010-12-13 14:39:00,2011-11-24 12:40:00,1607,134,Germany,346,286.279,34.6,4,5,5,455,14,Champions,4,0,346,0.8670520231213873,11.533333333333333,0,0.0,,0.8670520231213873,248.21878612716762,1063.0341704379737
12477.0,23,6,3325.9,2011-02-11 12:45:00,2011-11-17 09:51:00,1476,129,Germany,279,554.3166666666667,46.5,4,5,5,455,14,Champions,0,0,279,0.6451612903225806,9.3,0,0.0,,0.6451612903225806,357.6236559139785,1531.5769298732469
