CustomerID,Country,Customer_Segment,ML_Cluster,Recency,Frequency,Monetary,RFM_Value,AvgOrderValue,UniqueProducts,CustomerLifetime,CLV,Churn_Probability,Churn_Risk_Level,Churned,FirstPurchase,LastPurchase,RFM_Category,CLV_Category,Recency_Category
12364.0,Belgium,Loyal Customers,1,8,3,1106.28,12,368.76,67,105,1353.6599942112882,0.0018309859154929577,Low,0,2011-08-19 15:24:00,2011-12-02 10:22:00,Premium,High CLV,Active
12365.0,Cyprus,New Customers,2,291,1,307.94,5,307.94,20,1,39563.97671008202,1.0,High,1,2011-02-21 13:51:00,2011-02-21 13:51:00,Low Value,Premium CLV,Lost
12367.0,Denmark,Potential Loyalists,1,4,1,138.3,7,138.3,9,1,17768.714616497833,0.0,,0,2011-12-05 16:48:00,2011-12-05 16:48:00,Medium Value,Premium CLV,Active
12370.0,Cyprus,At Risk,0,51,4,1927.73,12,481.9325,118,310,798.9476880008716,0.0,,0,2010-12-14 12:58:00,2011-10-19 14:51:00,Premium,Medium CLV,Recent
12371.0,Switzerland,Potential Loyalists,0,60,1,1201.46,9,1201.46,56,1,154362.97804148583,0.002727272727272727,Low,0,2011-10-11 10:43:00,2011-10-11 10:43:00,High Value,Premium CLV,Recent
12372.0,Denmark,At Risk,1,72,3,663.54,10,221.17999999999998,32,225,378.89460582087156,0.00044286680189317104,Low,0,2011-02-16 12:46:00,2011-09-29 12:12:00,High Value,Low CLV,Recent
12373.0,Austria,Lost Customers,2,311,1,221.10000000000002,4,221.10000000000002,10,1,28406.817076700445,0.9998290598290598,High,1,2011-02-01 13:10:00,2011-02-01 13:10:00,Low Value,Premium CLV,Lost
12374.0,Austria,Potential Loyalists,0,25,1,479.71,8,479.71,28,1,61632.900135069955,0.0020514415133569717,Low,0,2011-11-14 15:37:00,2011-11-14 15:37:00,Medium Value,Premium CLV,Active
12375.0,Finland,Potential Loyalists,1,11,2,200.10000000000002,9,100.05000000000001,10,88,292.14485922904896,8.771929824561403e-05,Low,0,2011-09-02 14:23:00,2011-11-29 10:36:00,High Value,Low CLV,Active
12377.0,Switzerland,Cannot Lose Them,2,315,2,1157.52,7,578.76,63,40,3717.939722141824,0.9977260179434093,High,1,2010-12-20 09:37:00,2011-01-28 15:45:00,Medium Value,High CLV,Lost
12378.0,Switzerland,Cannot Lose Them,0,130,1,3188.62,8,3188.62,190,1,409672.2979064159,0.9719999999999999,High,1,2011-08-02 10:34:00,2011-08-02 10:34:00,Medium Value,Premium CLV,Dormant
12379.0,Belgium,Cannot Lose Them,1,82,2,660.24,8,330.12,36,89,953.1157748906488,0.03423603570342701,Low,0,2011-06-22 16:32:00,2011-09-19 10:09:00,Medium Value,Medium CLV,Recent
12380.0,Belgium,Champions,0,22,4,1505.05,13,376.2625,70,165,1171.927690508559,0.0,,0,2011-06-07 09:49:00,2011-11-18 11:27:00,Premium,Medium CLV,Active
12381.0,Norway,Champions,1,5,5,1253.46,14,250.692,63,116,1388.3095858076754,0.0,,0,2011-08-12 09:57:00,2011-12-05 12:44:00,Premium,High CLV,Active
12383.0,Belgium,Cannot Lose Them,2,185,5,1069.04,9,213.808,70,168,817.5578742563115,0.996,High,1,2010-12-22 14:28:00,2011-06-08 08:02:00,High Value,Medium CLV,Lost
12384.0,Switzerland,Potential Loyalists,1,29,2,286.32,8,143.16,17,93,395.55107480198564,0.008351648351648353,Low,0,2011-08-10 11:23:00,2011-11-11 08:39:00,Medium Value,Low CLV,Active
12386.0,Australia,Lost Customers,2,367,1,144.3,4,144.3,6,1,18539.591606367587,1.0,High,1,2010-12-08 09:53:00,2010-12-08 09:53:00,Low Value,Premium CLV,Lost
12388.0,Australia,Champions,1,16,6,1465.66,14,244.27666666666667,48,312,603.5489150494144,0.0,,0,2011-01-17 11:12:00,2011-11-24 12:30:00,Premium,Medium CLV,Active
12390.0,Belgium,New Customers,1,80,1,407.74,6,407.74,26,1,52386.23064158226,0.016868217054263567,Low,0,2011-09-21 09:33:00,2011-09-21 09:33:00,Medium Value,Premium CLV,Recent
12391.0,Cyprus,Potential Loyalists,0,22,1,428.11,8,428.11,89,1,55003.35802219008,0.0015968960588115173,Low,0,2011-11-18 12:07:00,2011-11-18 12:07:00,Medium Value,Premium CLV,Active
12393.0,Australia,At Risk,1,72,4,1193.5,12,298.375,45,261,587.5106560725106,0.01,Low,0,2011-01-11 09:47:00,2011-09-28 15:41:00,Premium,Medium CLV,Recent
12394.0,Belgium,New Customers,2,217,1,331.18,5,331.18,19,1,42549.840250844194,1.0,High,1,2011-05-06 14:01:00,2011-05-06 14:01:00,Low Value,Premium CLV,Lost
12395.0,Belgium,Champions,1,19,12,1844.57,14,153.71416666666667,75,352,673.265421024646,0.0,,0,2010-12-03 16:35:00,2011-11-20 15:21:00,Premium,Medium CLV,Active
12397.0,Belgium,At Risk,0,36,2,1720.01,10,860.005,96,100,2209.860218909793,0.009747652582159623,Low,0,2011-07-27 14:21:00,2011-11-04 09:52:00,High Value,High CLV,Recent
12398.0,Switzerland,Potential Loyalists,0,46,1,1273.24,9,1273.24,80,1,163585.2364302943,0.002727272727272727,Low,0,2011-10-25 10:27:00,2011-10-25 10:27:00,High Value,Premium CLV,Recent
12399.0,Belgium,At Risk,1,119,4,684.6,10,171.15,41,143,615.0843674415311,0.9874333561175667,High,1,2011-03-23 09:42:00,2011-08-12 13:15:00,High Value,Medium CLV,Dormant
12401.0,Belgium,Lost Customers,2,303,1,32.85,3,32.85,2,1,4220.5515195369035,1.0,High,1,2011-02-09 13:50:00,2011-02-09 13:50:00,Low Value,High CLV,Lost
12402.0,Belgium,Lost Customers,2,323,1,195.6,4,195.6,10,1,25130.589869753985,0.9998290598290598,High,1,2011-01-20 13:49:00,2011-01-20 13:49:00,Low Value,Premium CLV,Lost
12403.0,Denmark,New Customers,1,50,1,9.9,5,9.9,1,1,1271.9470332850942,0.01,Low,0,2011-10-21 10:51:00,2011-10-21 10:51:00,Low Value,High CLV,Recent
12405.0,Finland,Cannot Lose Them,0,149,1,708.57,7,708.57,34,1,91036.71811866862,0.9841558441558442,High,1,2011-07-14 08:52:00,2011-07-14 08:52:00,Medium Value,Premium CLV,Dormant
12406.0,Denmark,Loyal Customers,0,22,2,1646.22,11,823.11,69,162,1305.5896278429905,0.002857142857142857,Low,0,2011-06-09 10:23:00,2011-11-17 19:22:00,High Value,High CLV,Active
12407.0,Belgium,At Risk,1,50,5,932.01,11,186.402,46,215,556.9496614949686,0.013863636363636363,Low,0,2011-03-20 13:21:00,2011-10-21 10:11:00,High Value,Medium CLV,Recent
12408.0,Belgium,Champions,1,33,5,1311.77,13,262.354,67,228,739.1910153519352,0.0008210180623973727,Low,0,2011-03-24 14:46:00,2011-11-07 12:27:00,Premium,Medium CLV,Recent
12409.0,Switzerland,Cannot Lose Them,1,79,3,162.63,7,54.21,7,104,200.90981548480465,0.011764705882352941,Low,0,2011-06-10 12:19:00,2011-09-22 10:38:00,Medium Value,Low CLV,Recent
12410.0,Switzerland,Lost Customers,2,309,1,234.63,4,234.63,13,1,30145.144688856733,0.9998290598290598,High,1,2011-02-04 10:38:00,2011-02-04 10:38:00,Low Value,Premium CLV,Lost
12412.0,Denmark,Cannot Lose Them,1,75,3,820.5,9,273.5,38,95,1109.6571406809355,0.010580985915492957,Low,0,2011-06-23 13:51:00,2011-09-26 10:16:00,High Value,Medium CLV,Recent
12413.0,France,Potential Loyalists,1,67,3,545.2,9,181.73333333333335,23,271,258.4760977103259,0.0,,0,2011-01-06 16:12:00,2011-10-04 09:00:00,High Value,Low CLV,Recent
12414.0,Austria,Promising,2,217,3,174.45,6,58.15,9,94,238.4388136219479,0.9736073559858726,High,1,2011-02-02 14:51:00,2011-05-06 14:51:00,Medium Value,Low CLV,Lost
12415.0,Australia,At Risk,1,37,8,469.6,11,58.7,69,302,199.7813655865544,0.0,,0,2011-01-06 11:12:00,2011-11-03 11:26:00,High Value,Low CLV,Recent
12417.0,Belgium,Champions,1,3,9,2092.35,15,232.48333333333332,123,355,757.2509247671267,0.0,,0,2010-12-17 11:51:00,2011-12-06 14:52:00,Premium,Medium CLV,Active
12418.0,Switzerland,New Customers,1,113,1,314.21,6,314.21,23,1,40369.5431644959,0.9968682170542635,High,1,2011-08-19 11:08:00,2011-08-19 11:08:00,Medium Value,Premium CLV,Dormant
12420.0,Cyprus,Potential Loyalists,1,64,1,340.7,7,340.7,19,1,43772.96507477087,0.0038461538461538464,Low,0,2011-10-07 08:55:00,2011-10-07 08:55:00,Medium Value,Premium CLV,Recent
12421.0,Spain,Loyal Customers,1,16,4,607.57,12,151.8925,30,304,256.77726575392904,0.0,,0,2011-01-24 15:09:00,2011-11-24 09:07:00,Premium,Low CLV,Active
12422.0,Australia,Cannot Lose Them,1,96,3,645.3100000000001,9,215.10333333333335,37,230,360.4743698064138,0.9840000000000001,High,1,2011-01-19 09:13:00,2011-09-05 09:48:00,High Value,Low CLV,Dormant
12423.0,Belgium,Champions,1,1,8,1449.69,15,181.21125,90,353,527.635818434506,0.0,,0,2010-12-21 10:54:00,2011-12-09 10:10:00,Premium,Medium CLV,Active
12424.0,Australia,New Customers,2,163,2,233.92000000000002,6,116.96000000000001,15,1,30053.92424505548,1.0,High,1,2011-06-30 12:06:00,2011-06-30 12:06:00,Medium Value,Premium CLV,Dormant
12425.0,Portugal,New Customers,0,78,1,467.34,6,467.34,29,1,60043.60874095515,0.01953488372093023,Low,0,2011-09-22 17:31:00,2011-09-22 17:31:00,Medium Value,Premium CLV,Recent
12426.0,Germany,New Customers,2,195,1,446.08,5,446.08,25,1,57312.134606849984,1.0,High,1,2011-05-29 12:26:00,2011-05-29 12:26:00,Low Value,Premium CLV,Lost
12427.0,Germany,Loyal Customers,1,22,3,382.65999999999997,10,127.55333333333333,20,350,140.46847092550482,0.0,,0,2010-12-03 10:44:00,2011-11-18 08:56:00,High Value,Low CLV,Active
12428.0,Finland,Champions,4,26,8,3768.98,14,471.1225,208,258,1876.8862773122132,0.0,,0,2011-03-01 09:33:00,2011-11-14 08:22:00,Premium,High CLV,Active
12429.0,Denmark,Champions,1,9,4,1049.34,13,262.335,54,357,377.64335226420525,0.0,,0,2010-12-09 12:05:00,2011-11-30 17:22:00,Premium,Low CLV,Active
12430.0,Norway,New Customers,1,43,1,129.0,5,129.0,8,1,16573.855282199715,0.0036,Low,0,2011-10-27 15:09:00,2011-10-27 15:09:00,Low Value,Premium CLV,Recent
12431.0,Australia,Champions,4,60,13,3032.51,13,233.27,132,314,1240.8132593152484,0.0,,0,2010-12-01 10:03:00,2011-10-10 14:49:00,Premium,Medium CLV,Recent
12432.0,Norway,At Risk,1,43,3,840.1800000000001,10,280.06,53,130,830.3531145497053,0.025134398189493465,Low,0,2011-06-20 13:27:00,2011-10-28 11:40:00,High Value,Medium CLV,Recent
12433.0,Norway,Champions,0,1,7,4304.1,15,614.8714285714286,151,373,1482.543186817877,0.0,,0,2010-12-01 13:24:00,2011-12-09 10:02:00,Premium,High CLV,Active
12434.0,Australia,Cannot Lose Them,1,85,2,532.24,7,266.12,37,176,388.5336828487481,0.02,Low,0,2011-03-24 13:05:00,2011-09-16 12:38:00,Medium Value,Low CLV,Recent
12436.0,Norway,New Customers,1,100,1,207.16000000000003,5,207.16000000000003,10,1,26615.812870236383,0.9998290598290598,High,1,2011-09-01 12:09:00,2011-09-01 12:09:00,Low Value,Premium CLV,Dormant
12437.0,France,Champions,4,2,18,2544.42,15,141.35666666666668,102,330,990.6236518002021,0.0,,0,2011-01-12 14:13:00,2011-12-08 11:35:00,Premium,Medium CLV,Active
12438.0,Norway,Loyal Customers,0,14,2,1312.1200000000001,12,656.0600000000001,63,126,1337.9406295607166,0.0018309859154929577,Low,0,2011-07-22 13:29:00,2011-11-25 13:28:00,Premium,High CLV,Active
12441.0,France,Lost Customers,2,367,1,155.55,4,155.55,10,1,19984.985962373376,0.9998290598290598,High,1,2010-12-08 10:45:00,2010-12-08 10:45:00,Low Value,Premium CLV,Lost
12442.0,Spain,Potential Loyalists,1,3,1,144.06,8,144.06,11,1,18508.7565267728,0.0,,0,2011-12-06 14:22:00,2011-12-06 14:22:00,Medium Value,Premium CLV,Active
12444.0,Norway,Champions,0,21,5,2119.61,13,423.922,108,150,1815.509529442033,0.0,,0,2011-06-21 14:00:00,2011-11-18 13:23:00,Premium,High CLV,Active
12445.0,Spain,New Customers,1,22,1,77.4,6,77.4,3,1,9944.313169319828,0.0,,0,2011-11-17 18:43:00,2011-11-17 18:43:00,Medium Value,High CLV,Active
12446.0,RSA,Potential Loyalists,0,58,1,734.36,8,734.36,45,1,94350.20438012543,0.002727272727272727,Low,0,2011-10-13 12:50:00,2011-10-13 12:50:00,Medium Value,Premium CLV,Recent
12447.0,Belgium,New Customers,2,243,1,379.78999999999996,5,379.78999999999996,22,1,48795.228663772315,1.0,High,1,2011-04-10 13:25:00,2011-04-10 13:25:00,Low Value,Premium CLV,Lost
12448.0,Spain,New Customers,1,44,1,283.95,6,283.95,19,1,36481.753545586114,0.007962962962962963,Low,0,2011-10-26 13:46:00,2011-10-26 13:46:00,Medium Value,Premium CLV,Recent
12449.0,Belgium,Champions,0,22,4,2573.64,13,643.41,104,165,2003.9998547559535,0.0,,0,2011-06-05 15:37:00,2011-11-17 13:46:00,Premium,High CLV,Active
12450.0,Spain,New Customers,2,156,2,131.88,5,65.94,7,18,941.3264576298443,0.99,High,1,2011-06-19 14:36:00,2011-07-06 14:41:00,Low Value,Medium CLV,Dormant
12451.0,Switzerland,Champions,0,11,5,4307.89,14,861.5780000000001,206,314,1762.6609744639147,0.0,,0,2011-01-19 09:05:00,2011-11-29 08:40:00,Premium,High CLV,Active
12452.0,Switzerland,Potential Loyalists,1,17,1,287.67,7,287.67,19,1,36959.697279305365,0.0,,0,2011-11-23 08:05:00,2011-11-23 08:05:00,Medium Value,Premium CLV,Active
12453.0,Austria,Cannot Lose Them,0,134,1,707.09,7,707.09,43,1,90846.56846116741,0.9927272727272728,High,1,2011-07-28 14:08:00,2011-07-28 14:08:00,Medium Value,Premium CLV,Dormant
12455.0,Cyprus,At Risk,1,73,5,932.86,10,186.572,59,224,535.0597535490318,0.02386363636363636,Low,0,2011-02-16 09:56:00,2011-09-27 15:31:00,High Value,Medium CLV,Recent
12456.0,Switzerland,At Risk,0,44,3,1465.24,11,488.41333333333336,85,211,892.1957351001254,0.019,Low,0,2011-03-30 09:12:00,2011-10-26 14:41:00,High Value,Medium CLV,Recent
12457.0,Switzerland,Cannot Lose Them,0,86,2,840.13,8,420.065,40,153,705.4868033761184,0.027101648351648352,Low,0,2011-04-14 18:57:00,2011-09-14 15:54:00,Medium Value,Medium CLV,Recent
12458.0,Switzerland,Potential Loyalists,1,71,2,565.58,9,282.79,29,214,339.5581058649031,0.002074074074074074,Low,0,2011-02-28 10:55:00,2011-09-29 15:25:00,High Value,Low CLV,Recent
12461.0,Switzerland,New Customers,0,155,1,419.08,6,419.08,29,1,53843.188152436094,0.9995348837209302,High,1,2011-07-08 10:23:00,2011-07-08 10:23:00,Medium Value,Premium CLV,Dormant
12462.0,Spain,Loyal Customers,1,19,2,657.8,10,328.9,38,285,296.5396982083767,0.0007407407407407407,Low,0,2011-02-09 14:44:00,2011-11-21 09:11:00,High Value,Low CLV,Active
12463.0,Belgium,At Risk,1,53,4,1155.38,11,288.845,62,189,785.4108082501909,0.006629593810444874,Low,0,2011-04-12 12:47:00,2011-10-17 13:44:00,High Value,Medium CLV,Recent
12464.0,Belgium,Cannot Lose Them,2,150,4,76.5,7,19.125,1,160,61.429260130246035,0.96,High,1,2011-02-03 13:30:00,2011-07-13 11:58:00,Medium Value,Low CLV,Dormant
12465.0,Belgium,Loyal Customers,1,17,2,621.49,10,310.745,43,153,521.8870810829559,0.0059928415810768755,Low,0,2011-06-23 13:37:00,2011-11-22 16:34:00,High Value,Medium CLV,Active
12468.0,Germany,New Customers,2,188,2,505.19,6,252.595,31,129,503.15161048100913,1.0,High,1,2011-01-27 13:29:00,2011-06-05 11:36:00,Medium Value,Medium CLV,Lost
12471.0,Germany,Champions,4,2,26,5742.55,15,220.8673076923077,128,363,2032.5067301086117,0.0,,0,2010-12-10 09:35:00,2011-12-07 15:43:00,Premium,High CLV,Active
12472.0,Germany,Champions,0,32,7,4543.17,14,649.0242857142857,202,337,1732.0599476095801,0.0,,0,2010-12-05 14:19:00,2011-11-07 14:01:00,Premium,High CLV,Recent
12473.0,Germany,At Risk,0,54,3,2143.05,11,714.35,121,139,1980.8488406958952,0.018438128772635815,Low,0,2011-06-01 10:15:00,2011-10-17 11:27:00,High Value,High CLV,Recent
12474.0,Germany,Champions,4,17,17,5894.89,14,346.75823529411764,234,313,2419.720478601339,0.0,,0,2011-01-14 10:06:00,2011-11-22 14:39:00,Premium,High CLV,Active
12475.0,Germany,Potential Loyalists,0,54,1,483.34000000000003,7,483.34000000000003,29,1,62099.28071394116,0.014561094023009482,Low,0,2011-10-17 10:10:00,2011-10-17 10:10:00,Medium Value,Premium CLV,Recent
12476.0,Germany,Champions,4,16,10,2862.79,14,286.279,134,346,1063.0341704379737,0.0,,0,2010-12-13 14:39:00,2011-11-24 12:40:00,Premium,Medium CLV,Active
12477.0,Germany,Champions,0,23,6,3325.9,14,554.3166666666667,129,279,1531.5769298732469,0.0,,0,2011-02-11 12:45:00,2011-11-17 09:51:00,Premium,High CLV,Active
12478.0,Greece,Potential Loyalists,0,4,1,479.59000000000003,9,479.59000000000003,32,1,61617.482595272566,0.0,,0,2011-12-06 09:56:00,2011-12-06 09:56:00,High Value,Premium CLV,Active
12479.0,Germany,Potential Loyalists,0,11,1,426.35,9,426.35,28,1,54777.23410516161,0.0,,0,2011-11-28 13:26:00,2011-11-28 13:26:00,High Value,Premium CLV,Active
12480.0,Germany,Champions,0,28,4,2178.14,13,544.535,118,308,908.5919949755985,0.0,,0,2011-01-07 15:27:00,2011-11-11 14:52:00,Premium,Medium CLV,Active
12481.0,Germany,Champions,4,23,10,3000.2,14,300.02,121,343,1123.8023056400564,0.0,,0,2010-12-09 10:13:00,2011-11-17 08:29:00,Premium,Medium CLV,Active
12483.0,Sweden,Champions,1,17,7,1095.52,13,156.50285714285715,38,323,435.764272415951,0.0,,0,2011-01-04 14:20:00,2011-11-22 17:02:00,Premium,Low CLV,Active
12484.0,Spain,At Risk,0,35,4,3336.98,12,834.245,230,302,1419.6474048871812,0.0,,0,2011-01-07 14:04:00,2011-11-04 15:18:00,Premium,High CLV,Recent
12488.0,France,Loyal Customers,1,10,3,700.64,12,233.54666666666665,36,66,1363.9072075311728,0.0016666666666666666,Low,0,2011-09-25 10:34:00,2011-11-30 08:50:00,Premium,High CLV,Active
12489.0,France,Lost Customers,2,336,1,191.43,4,191.43,10,1,24594.83036179451,0.9998290598290598,High,1,2011-01-07 13:13:00,2011-01-07 13:13:00,Low Value,Premium CLV,Lost
12490.0,France,Champions,4,5,10,3575.13,15,357.51300000000003,117,325,1413.3258732272072,0.0,,0,2011-01-14 09:13:00,2011-12-04 16:07:00,Premium,High CLV,Active
12491.0,France,Potential Loyalists,1,39,1,350.75,7,350.75,23,1,45064.18403280271,0.001081081081081081,Low,0,2011-11-01 12:18:00,2011-11-01 12:18:00,Medium Value,Premium CLV,Recent
12492.0,Germany,Potential Loyalists,1,63,2,227.21,7,113.605,18,43,678.879693288011,0.02564398390485347,Low,0,2011-08-26 14:51:00,2011-10-07 15:15:00,Medium Value,Medium CLV,Recent
12493.0,France,Cannot Lose Them,2,166,2,332.91,7,166.455,16,32,1336.6284307163535,0.99,High,1,2011-05-26 14:53:00,2011-06-27 10:17:00,Medium Value,High CLV,Dormant
12494.0,France,Champions,1,16,7,951.75,13,135.96428571428572,59,350,349.3724643373993,0.0,,0,2010-12-09 11:31:00,2011-11-24 09:34:00,Premium,Low CLV,Active
12497.0,Germany,Lost Customers,1,82,1,20.4,4,20.4,1,1,2620.981765557164,0.027777777777777776,Low,0,2011-09-19 12:29:00,2011-09-19 12:29:00,Low Value,High CLV,Recent
12498.0,Germany,Loyal Customers,1,21,3,349.70000000000005,10,116.56666666666668,20,37,1214.3048799885273,0.0,,0,2011-10-13 09:30:00,2011-11-18 12:53:00,High Value,Medium CLV,Active
12500.0,Germany,At Risk,1,50,6,319.99,11,53.33166666666667,22,246,167.12257993795575,0.02,Low,0,2011-02-17 12:23:00,2011-10-21 10:13:00,High Value,Low CLV,Recent
12501.0,Germany,Cannot Lose Them,0,337,1,1866.66,7,1866.66,138,1,239827.5403183792,0.998,High,1,2011-01-07 12:28:00,2011-01-07 12:28:00,Medium Value,Premium CLV,Lost
12502.0,Spain,At Risk,1,96,5,1403.6200000000001,11,280.72400000000005,71,215,838.7739228844841,0.9654761904761904,High,1,2011-02-03 10:41:00,2011-09-05 11:52:00,High Value,Medium CLV,Dormant
12504.0,Germany,New Customers,1,30,1,60.0,6,60.0,2,1,7708.769898697541,0.0,,0,2011-11-09 14:56:00,2011-11-09 14:56:00,Medium Value,High CLV,Active
12506.0,France,Lost Customers,2,233,1,57.6,3,57.6,21,1,7400.41910274964,1.0,High,1,2011-04-21 08:54:00,2011-04-21 08:54:00,Low Value,High CLV,Lost
12507.0,Spain,Lost Customers,2,299,1,206.10000000000002,4,206.10000000000002,9,1,26479.62460202606,1.0,High,1,2011-02-14 09:24:00,2011-02-14 09:24:00,Low Value,Premium CLV,Lost
12508.0,France,Potential Loyalists,1,26,2,398.27,9,199.135,57,3,17056.509930857053,0.0,,0,2011-11-10 16:27:00,2011-11-13 15:37:00,High Value,Premium CLV,Active
12509.0,France,Lost Customers,2,284,1,25.5,3,25.5,3,1,3276.227206946455,1.0,High,1,2011-02-28 14:45:00,2011-02-28 14:45:00,Low Value,High CLV,Lost
12510.0,Spain,Cannot Lose Them,1,143,2,467.65,7,233.825,26,183,328.3247944559113,0.98,High,1,2011-01-18 14:04:00,2011-07-20 10:15:00,Medium Value,Low CLV,Dormant
12512.0,Israel,New Customers,1,66,2,130.07999999999998,6,65.03999999999999,30,1,16712.613140376267,0.02,Low,0,2011-10-04 14:53:00,2011-10-04 14:55:00,Medium Value,Premium CLV,Recent
12513.0,France,New Customers,0,113,1,520.04,6,520.04,33,1,66814.47830197781,0.9933333333333334,High,1,2011-08-19 10:51:00,2011-08-19 10:51:00,Medium Value,Premium CLV,Dormant
12514.0,Italy,New Customers,0,267,1,737.98,6,737.98,43,1,94815.30016401353,1.0,High,1,2011-03-17 16:38:00,2011-03-17 16:38:00,Medium Value,Premium CLV,Lost
12515.0,Italy,Lost Customers,2,353,1,190.8,4,190.8,11,1,24513.888277858183,0.9998290598290598,High,1,2010-12-21 15:43:00,2010-12-21 15:43:00,Low Value,Premium CLV,Lost
12516.0,Germany,New Customers,1,78,2,104.08,5,52.04,7,103,129.82666198324273,0.002857142857142857,Low,0,2011-06-12 11:37:00,2011-09-23 09:13:00,Low Value,Low CLV,Recent
12517.0,Germany,Champions,0,28,4,2198.09,13,549.5225,221,162,1743.268521258033,0.0,,0,2011-06-02 15:13:00,2011-11-11 13:57:00,Premium,High CLV,Active
12518.0,Germany,Champions,1,1,5,1654.03,14,330.806,80,110,1931.8994962943477,0.0,,0,2011-08-21 13:18:00,2011-12-09 10:13:00,Premium,High CLV,Active
12519.0,Germany,New Customers,1,64,1,252.84,6,252.84,15,1,32484.75635311144,0.010882352941176471,Low,0,2011-10-07 09:26:00,2011-10-07 09:26:00,Medium Value,Premium CLV,Recent
12520.0,Germany,At Risk,0,79,5,2009.54,11,401.908,112,195,1324.02405660074,0.01001595744680851,Low,0,2011-03-11 11:35:00,2011-09-21 15:23:00,High Value,High CLV,Recent
12521.0,Germany,New Customers,0,143,1,457.43,6,457.43,33,1,58770.37691268694,0.9995348837209302,High,1,2011-07-20 10:51:00,2011-07-20 10:51:00,Medium Value,Premium CLV,Dormant
12522.0,Germany,Potential Loyalists,1,39,2,152.72,7,76.36,9,13,1509.3376140116518,0.01,Low,0,2011-10-19 14:41:00,2011-10-31 15:30:00,Medium Value,High CLV,Recent
12523.0,France,Champions,1,19,11,1238.31,14,112.57363636363635,62,313,508.298554486483,0.0,,0,2011-01-12 09:43:00,2011-11-20 12:55:00,Premium,Medium CLV,Active
12524.0,Germany,Champions,1,9,8,1484.01,15,185.50125,73,325,586.6611085828788,0.0,,0,2011-01-10 10:35:00,2011-11-30 15:31:00,Premium,Medium CLV,Active
