CustomerID,YearMonth,Monthly_Revenue,Monthly_Orders,Monthly_Quantity,Customer_Segment,CLV_Category,Country
12418.0,2011-08,314.21,1,310,New Customers,Premium CLV,Switzerland
12420.0,2011-10,340.7,1,174,Potential Loyalists,Premium CLV,Cyprus
12421.0,2011-01,129.45,1,103,Loyal Customers,Low CLV,Spain
12421.0,2011-06,151.88,1,94,Loyal Customers,Low CLV,Spain
12421.0,2011-08,175.76,1,156,Loyal Customers,Low CLV,Spain
12421.0,2011-11,150.48,1,76,Loyal Customers,Low CLV,Spain
12422.0,2011-01,200.25,1,110,Cannot Lose Them,Low CLV,Australia
12422.0,2011-06,297.36,1,172,Cannot Lose Them,Low CLV,Australia
12422.0,2011-09,147.7,1,82,Cannot Lose Them,Low CLV,Australia
12423.0,2010-12,177.03,1,183,Champions,Medium CLV,Belgium
12423.0,2011-02,177.31,1,193,Champions,Medium CLV,Belgium
12423.0,2011-03,283.45,1,135,Champions,Medium CLV,Belgium
12423.0,2011-04,225.36,1,246,Champions,Medium CLV,Belgium
12423.0,2011-05,254.92,1,154,Champions,Medium CLV,Belgium
12423.0,2011-06,26.96,1,32,Champions,Medium CLV,Belgium
12423.0,2011-08,111.02,1,122,Champions,Medium CLV,Belgium
12423.0,2011-12,193.64000000000001,1,202,Champions,Medium CLV,Belgium
12424.0,2011-06,233.92000000000002,2,124,New Customers,Premium CLV,Australia
12425.0,2011-09,467.34,1,300,New Customers,Premium CLV,Portugal
12426.0,2011-05,446.08,1,247,New Customers,Premium CLV,Germany
12427.0,2010-12,120.3,1,60,Loyal Customers,Low CLV,Germany
12427.0,2011-10,230.08,1,110,Loyal Customers,Low CLV,Germany
12427.0,2011-11,32.28,1,18,Loyal Customers,Low CLV,Germany
12428.0,2011-03,2947.82,4,1965,Champions,High CLV,Finland
12428.0,2011-04,212.02,1,228,Champions,High CLV,Finland
12428.0,2011-07,180.82,1,142,Champions,High CLV,Finland
12428.0,2011-08,258.78000000000003,1,250,Champions,High CLV,Finland
12428.0,2011-11,169.54,1,84,Champions,High CLV,Finland
12429.0,2010-12,148.8,1,68,Champions,Low CLV,Denmark
12429.0,2011-04,240.48000000000002,1,180,Champions,Low CLV,Denmark
12429.0,2011-06,350.7,1,230,Champions,Low CLV,Denmark
12429.0,2011-11,309.36,1,260,Champions,Low CLV,Denmark
12430.0,2011-10,129.0,1,104,New Customers,Premium CLV,Norway
12431.0,2010-12,278.45,2,135,Champions,Medium CLV,Australia
12431.0,2011-01,249.78,1,94,Champions,Medium CLV,Australia
12431.0,2011-02,663.35,2,317,Champions,Medium CLV,Australia
12431.0,2011-05,441.01,2,215,Champions,Medium CLV,Australia
12431.0,2011-07,573.22,2,254,Champions,Medium CLV,Australia
12431.0,2011-08,191.16,1,86,Champions,Medium CLV,Australia
12431.0,2011-10,635.5400000000001,3,388,Champions,Medium CLV,Australia
12432.0,2011-06,478.32,2,264,At Risk,Medium CLV,Norway
12432.0,2011-10,361.86,1,242,At Risk,Medium CLV,Norway
12433.0,2010-12,1681.04,2,1596,Champions,High CLV,Norway
12433.0,2011-09,872.64,1,674,Champions,High CLV,Norway
12433.0,2011-10,762.9,1,474,Champions,High CLV,Norway
12433.0,2011-11,493.76,1,344,Champions,High CLV,Norway
12433.0,2011-12,493.76,2,356,Champions,High CLV,Norway
12434.0,2011-03,141.45000000000002,1,57,Cannot Lose Them,Low CLV,Australia
12434.0,2011-09,390.79,1,295,Cannot Lose Them,Low CLV,Australia
12436.0,2011-09,207.16000000000003,1,166,New Customers,Premium CLV,Norway
12437.0,2011-01,30.0,1,24,Champions,Medium CLV,France
12437.0,2011-02,374.28,3,364,Champions,Medium CLV,France
12437.0,2011-03,73.46,1,58,Champions,Medium CLV,France
12437.0,2011-04,63.6,1,72,Champions,Medium CLV,France
12437.0,2011-05,187.32,2,144,Champions,Medium CLV,France
12437.0,2011-06,176.8,1,128,Champions,Medium CLV,France
12437.0,2011-09,361.08,3,312,Champions,Medium CLV,France
12437.0,2011-10,164.6,1,50,Champions,Medium CLV,France
12437.0,2011-11,1077.88,4,752,Champions,Medium CLV,France
12437.0,2011-12,35.400000000000006,1,12,Champions,Medium CLV,France
12438.0,2011-07,643.94,1,418,Loyal Customers,High CLV,Norway
12438.0,2011-11,668.18,1,408,Loyal Customers,High CLV,Norway
12441.0,2010-12,155.55,1,120,Lost Customers,Premium CLV,France
12442.0,2011-12,144.06,1,181,Potential Loyalists,Premium CLV,Spain
12444.0,2011-06,1151.0,1,508,Champions,High CLV,Norway
12444.0,2011-08,107.72,1,28,Champions,High CLV,Norway
12444.0,2011-09,354.54,1,160,Champions,High CLV,Norway
12444.0,2011-10,85.46000000000001,1,26,Champions,High CLV,Norway
12444.0,2011-11,420.89,1,207,Champions,High CLV,Norway
12445.0,2011-11,77.4,1,60,New Customers,High CLV,Spain
12446.0,2011-10,734.36,1,326,Potential Loyalists,Premium CLV,RSA
12447.0,2011-04,379.78999999999996,1,181,New Customers,Premium CLV,Belgium
12448.0,2011-10,283.95,1,237,New Customers,Premium CLV,Spain
12449.0,2011-06,682.13,1,374,Champions,High CLV,Belgium
12449.0,2011-08,482.5,1,234,Champions,High CLV,Belgium
12449.0,2011-09,582.7,1,321,Champions,High CLV,Belgium
12449.0,2011-11,826.31,1,449,Champions,High CLV,Belgium
12450.0,2011-06,101.88,1,64,New Customers,Medium CLV,Spain
12450.0,2011-07,30.0,1,24,New Customers,Medium CLV,Spain
12451.0,2011-01,1056.8700000000001,1,1004,Champions,High CLV,Switzerland
12451.0,2011-05,1150.76,1,818,Champions,High CLV,Switzerland
12451.0,2011-10,1378.4,1,1017,Champions,High CLV,Switzerland
12451.0,2011-11,721.86,2,583,Champions,High CLV,Switzerland
12452.0,2011-11,287.67,1,175,Potential Loyalists,Premium CLV,Switzerland
12453.0,2011-07,707.09,1,473,Cannot Lose Them,Premium CLV,Austria
12455.0,2011-02,318.5,1,126,At Risk,Medium CLV,Cyprus
12455.0,2011-06,194.8,1,86,At Risk,Medium CLV,Cyprus
12455.0,2011-07,106.5,1,102,At Risk,Medium CLV,Cyprus
12455.0,2011-08,50.56,1,32,At Risk,Medium CLV,Cyprus
12455.0,2011-09,262.5,1,322,At Risk,Medium CLV,Cyprus
12456.0,2011-03,459.47,1,371,At Risk,Medium CLV,Switzerland
12456.0,2011-07,534.71,1,393,At Risk,Medium CLV,Switzerland
12456.0,2011-10,471.06,1,326,At Risk,Medium CLV,Switzerland
12457.0,2011-04,289.95,1,165,Cannot Lose Them,Medium CLV,Switzerland
12457.0,2011-09,550.18,1,294,Cannot Lose Them,Medium CLV,Switzerland
12458.0,2011-02,250.5,1,142,Potential Loyalists,Low CLV,Switzerland
12458.0,2011-09,315.08,1,192,Potential Loyalists,Low CLV,Switzerland
12461.0,2011-07,419.08,1,256,New Customers,Premium CLV,Switzerland
12462.0,2011-02,444.11,1,265,Loyal Customers,Low CLV,Spain
12462.0,2011-11,213.69,1,141,Loyal Customers,Low CLV,Spain
12463.0,2011-04,314.57,1,187,At Risk,Medium CLV,Belgium
12463.0,2011-05,228.73,1,163,At Risk,Medium CLV,Belgium
12463.0,2011-06,301.84000000000003,1,218,At Risk,Medium CLV,Belgium
12463.0,2011-10,310.24,1,196,At Risk,Medium CLV,Belgium
12464.0,2011-02,30.599999999999998,2,12,Cannot Lose Them,Low CLV,Belgium
12464.0,2011-05,15.299999999999999,1,6,Cannot Lose Them,Low CLV,Belgium
12464.0,2011-07,30.599999999999998,1,12,Cannot Lose Them,Low CLV,Belgium
12465.0,2011-06,350.24,1,242,Loyal Customers,Medium CLV,Belgium
12465.0,2011-11,271.25,1,183,Loyal Customers,Medium CLV,Belgium
12468.0,2011-01,146.34,1,122,New Customers,Medium CLV,Germany
12468.0,2011-06,358.85,1,175,New Customers,Medium CLV,Germany
12471.0,2010-12,830.0600000000001,3,512,Champions,High CLV,Germany
12471.0,2011-01,52.35,1,21,Champions,High CLV,Germany
12471.0,2011-02,392.20000000000005,2,222,Champions,High CLV,Germany
12471.0,2011-03,229.0,2,164,Champions,High CLV,Germany
12471.0,2011-04,423.27,1,269,Champions,High CLV,Germany
12471.0,2011-05,273.3,2,178,Champions,High CLV,Germany
12471.0,2011-07,565.7,2,376,Champions,High CLV,Germany
12471.0,2011-08,766.8,3,496,Champions,High CLV,Germany
12471.0,2011-09,311.84,2,220,Champions,High CLV,Germany
12471.0,2011-10,150.38,1,118,Champions,High CLV,Germany
12471.0,2011-11,1340.8,6,927,Champions,High CLV,Germany
12471.0,2011-12,406.85,1,289,Champions,High CLV,Germany
12472.0,2010-12,1032.0,1,782,Champions,High CLV,Germany
12472.0,2011-01,572.5600000000001,1,420,Champions,High CLV,Germany
12472.0,2011-03,305.08,1,272,Champions,High CLV,Germany
12472.0,2011-06,1003.14,1,672,Champions,High CLV,Germany
12472.0,2011-07,532.6,1,467,Champions,High CLV,Germany
12472.0,2011-10,973.23,1,801,Champions,High CLV,Germany
12472.0,2011-11,124.56,1,80,Champions,High CLV,Germany
12473.0,2011-06,437.92,1,404,At Risk,High CLV,Germany
12473.0,2011-08,385.38,1,242,At Risk,High CLV,Germany
12473.0,2011-10,1319.75,1,1121,At Risk,High CLV,Germany
12474.0,2011-01,501.85,3,281,Champions,High CLV,Germany
12474.0,2011-02,205.68,1,120,Champions,High CLV,Germany
12474.0,2011-03,829.22,2,671,Champions,High CLV,Germany
12474.0,2011-05,561.38,2,400,Champions,High CLV,Germany
12474.0,2011-06,334.36,1,230,Champions,High CLV,Germany
12474.0,2011-07,627.34,2,530,Champions,High CLV,Germany
12474.0,2011-09,381.56,1,252,Champions,High CLV,Germany
12474.0,2011-10,1497.53,3,1075,Champions,High CLV,Germany
12474.0,2011-11,955.97,2,673,Champions,High CLV,Germany
12475.0,2011-10,483.34000000000003,1,288,Potential Loyalists,Premium CLV,Germany
12476.0,2010-12,3.95,1,1,Champions,Medium CLV,Germany
12476.0,2011-01,210.02,1,86,Champions,Medium CLV,Germany
12476.0,2011-02,85.4,1,40,Champions,Medium CLV,Germany
12476.0,2011-04,604.33,1,397,Champions,Medium CLV,Germany
12476.0,2011-07,389.37,1,233,Champions,Medium CLV,Germany
12476.0,2011-09,128.0,1,68,Champions,Medium CLV,Germany
12476.0,2011-10,433.78,2,300,Champions,Medium CLV,Germany
12476.0,2011-11,1007.94,2,482,Champions,Medium CLV,Germany
12477.0,2011-02,521.4,1,240,Champions,High CLV,Germany
12477.0,2011-04,738.02,1,342,Champions,High CLV,Germany
12477.0,2011-08,992.01,1,453,Champions,High CLV,Germany
12477.0,2011-10,609.77,2,231,Champions,High CLV,Germany
12477.0,2011-11,464.70000000000005,1,210,Champions,High CLV,Germany
12478.0,2011-12,479.59000000000003,1,225,Potential Loyalists,Premium CLV,Greece
12479.0,2011-11,426.35,1,377,Potential Loyalists,Premium CLV,Germany
12480.0,2011-01,728.35,1,361,Champions,Medium CLV,Germany
12480.0,2011-03,451.25,1,249,Champions,Medium CLV,Germany
12480.0,2011-07,425.38,1,323,Champions,Medium CLV,Germany
12480.0,2011-11,573.16,1,339,Champions,Medium CLV,Germany
12481.0,2010-12,232.98,2,174,Champions,Medium CLV,Germany
12481.0,2011-01,325.49,1,310,Champions,Medium CLV,Germany
12481.0,2011-03,523.36,2,467,Champions,Medium CLV,Germany
12481.0,2011-05,702.38,2,487,Champions,Medium CLV,Germany
12481.0,2011-06,434.71,1,220,Champions,Medium CLV,Germany
12481.0,2011-10,626.4,1,486,Champions,Medium CLV,Germany
12481.0,2011-11,154.88,1,104,Champions,Medium CLV,Germany
12483.0,2011-01,138.64000000000001,1,144,Champions,Low CLV,Sweden
12483.0,2011-04,283.0,1,108,Champions,Low CLV,Sweden
12483.0,2011-05,8.5,1,2,Champions,Low CLV,Sweden
12483.0,2011-06,133.44,1,93,Champions,Low CLV,Sweden
12483.0,2011-09,246.9,1,153,Champions,Low CLV,Sweden
12483.0,2011-10,199.84,1,144,Champions,Low CLV,Sweden
12483.0,2011-11,85.2,1,32,Champions,Low CLV,Sweden
12484.0,2011-01,860.97,1,576,At Risk,High CLV,Spain
12484.0,2011-06,706.89,1,395,At Risk,High CLV,Spain
12484.0,2011-08,1127.3,1,652,At Risk,High CLV,Spain
12484.0,2011-11,641.82,1,317,At Risk,High CLV,Spain
12488.0,2011-09,231.49,1,119,Loyal Customers,High CLV,France
12488.0,2011-10,66.7,1,18,Loyal Customers,High CLV,France
12488.0,2011-11,402.45,1,239,Loyal Customers,High CLV,France
12489.0,2011-01,191.43,1,93,Lost Customers,Premium CLV,France
12490.0,2011-01,616.02,1,463,Champions,High CLV,France
12490.0,2011-05,253.9,1,142,Champions,High CLV,France
12490.0,2011-06,288.0,1,142,Champions,High CLV,France
12490.0,2011-07,376.93,1,234,Champions,High CLV,France
12490.0,2011-08,228.0,1,132,Champions,High CLV,France
12490.0,2011-09,775.72,1,520,Champions,High CLV,France
12490.0,2011-11,669.86,3,506,Champions,High CLV,France
12490.0,2011-12,366.7,1,232,Champions,High CLV,France
12491.0,2011-11,350.75,1,183,Potential Loyalists,Premium CLV,France
12492.0,2011-08,108.39000000000001,1,68,Potential Loyalists,Medium CLV,Germany
12492.0,2011-10,118.82000000000001,1,122,Potential Loyalists,Medium CLV,Germany
12493.0,2011-05,179.55,1,85,Cannot Lose Them,High CLV,France
12493.0,2011-06,153.36,1,82,Cannot Lose Them,High CLV,France
12494.0,2010-12,22.650000000000002,2,9,Champions,Low CLV,France
12494.0,2011-02,192.1,1,112,Champions,Low CLV,France
12494.0,2011-05,356.14000000000004,1,154,Champions,Low CLV,France
12494.0,2011-07,117.32,1,76,Champions,Low CLV,France
12494.0,2011-10,176.84,1,206,Champions,Low CLV,France
12494.0,2011-11,86.7,1,128,Champions,Low CLV,France
12497.0,2011-09,20.4,1,24,Lost Customers,High CLV,Germany
12498.0,2011-10,211.25000000000003,1,67,Loyal Customers,Medium CLV,Germany
12498.0,2011-11,138.45,2,89,Loyal Customers,Medium CLV,Germany
12500.0,2011-02,34.8,1,12,At Risk,Low CLV,Germany
12500.0,2011-03,39.599999999999994,1,24,At Risk,Low CLV,Germany
12500.0,2011-06,82.14,1,61,At Risk,Low CLV,Germany
12500.0,2011-10,163.45,3,64,At Risk,Low CLV,Germany
12501.0,2011-01,1866.66,1,1618,Cannot Lose Them,Premium CLV,Germany
12502.0,2011-02,317.0,1,148,At Risk,Medium CLV,Spain
12502.0,2011-03,284.1,1,142,At Risk,Medium CLV,Spain
12502.0,2011-05,75.3,1,38,At Risk,Medium CLV,Spain
12502.0,2011-08,337.07,1,123,At Risk,Medium CLV,Spain
12502.0,2011-09,390.15000000000003,1,133,At Risk,Medium CLV,Spain
12504.0,2011-11,60.0,1,48,New Customers,High CLV,Germany
12506.0,2011-04,57.6,1,21,Lost Customers,High CLV,France
12507.0,2011-02,206.10000000000002,1,126,Lost Customers,Premium CLV,Spain
12508.0,2011-11,398.27,2,272,Potential Loyalists,Premium CLV,France
12509.0,2011-02,25.5,1,30,Lost Customers,High CLV,France
12510.0,2011-01,444.65,1,267,Cannot Lose Them,Low CLV,Spain
12510.0,2011-07,23.0,1,4,Cannot Lose Them,Low CLV,Spain
12512.0,2011-10,130.07999999999998,2,98,New Customers,Premium CLV,Israel
12513.0,2011-08,520.04,1,456,New Customers,Premium CLV,France
12514.0,2011-03,737.98,1,410,New Customers,Premium CLV,Italy
12515.0,2010-12,190.8,1,120,Lost Customers,Premium CLV,Italy
12516.0,2011-06,69.8,1,62,New Customers,Low CLV,Germany
12516.0,2011-09,34.28,1,44,New Customers,Low CLV,Germany
12517.0,2011-06,718.35,1,414,Champions,High CLV,Germany
12517.0,2011-08,648.25,1,412,Champions,High CLV,Germany
12517.0,2011-09,381.2,1,208,Champions,High CLV,Germany
12517.0,2011-11,450.29,1,312,Champions,High CLV,Germany
12518.0,2011-08,288.83,1,185,Champions,High CLV,Germany
12518.0,2011-09,414.1,1,286,Champions,High CLV,Germany
12518.0,2011-10,274.96000000000004,1,302,Champions,High CLV,Germany
12518.0,2011-11,415.96000000000004,1,319,Champions,High CLV,Germany
12518.0,2011-12,260.18,1,162,Champions,High CLV,Germany
12519.0,2011-10,252.84,1,176,New Customers,Premium CLV,Germany
12520.0,2011-03,927.21,2,722,At Risk,High CLV,Germany
12520.0,2011-05,343.9,1,190,At Risk,High CLV,Germany
12520.0,2011-07,274.04,1,149,At Risk,High CLV,Germany
12520.0,2011-09,464.39,1,318,At Risk,High CLV,Germany
12521.0,2011-07,457.43,1,281,New Customers,Premium CLV,Germany
12522.0,2011-10,152.72,2,92,Potential Loyalists,High CLV,Germany
12523.0,2011-01,62.25,1,39,Champions,Medium CLV,France
12523.0,2011-02,99.9,1,75,Champions,Medium CLV,France
12523.0,2011-03,85.39,1,60,Champions,Medium CLV,France
12523.0,2011-04,138.75,1,88,Champions,Medium CLV,France
12523.0,2011-07,175.8,1,146,Champions,Medium CLV,France
12523.0,2011-08,219.21,2,130,Champions,Medium CLV,France
12523.0,2011-09,80.43,1,58,Champions,Medium CLV,France
12523.0,2011-10,191.96,2,99,Champions,Medium CLV,France
