CustomerID,Recency,Frequency,Monetary,FirstPurchase,LastPurchase,TotalQuantity,UniqueProducts,Country,CustomerLifetime,AvgOrderValue,AvgDaysBetweenPurchases
12381.0,5,5,1253.46,2011-08-12 09:57:00,2011-12-05 12:44:00,742,63,Norway,116,250.692,23.2
12383.0,185,5,1069.04,2010-12-22 14:28:00,2011-06-08 08:02:00,985,70,Belgium,168,213.808,33.6
12384.0,29,2,286.32,2011-08-10 11:23:00,2011-11-11 08:39:00,107,17,Switzerland,93,143.16,46.5
12386.0,367,1,144.3,2010-12-08 09:53:00,2010-12-08 09:53:00,82,6,Australia,1,144.3,1.0
12388.0,16,6,1465.66,2011-01-17 11:12:00,2011-11-24 12:30:00,814,48,Australia,312,244.27666666666667,52.0
12390.0,80,1,407.74,2011-09-21 09:33:00,2011-09-21 09:33:00,308,26,Belgium,1,407.74,1.0
12391.0,22,1,428.11,2011-11-18 12:07:00,2011-11-18 12:07:00,270,89,Cyprus,1,428.11,1.0
12393.0,72,4,1193.5,2011-01-11 09:47:00,2011-09-28 15:41:00,618,45,Australia,261,298.375,65.25
12394.0,217,1,331.18,2011-05-06 14:01:00,2011-05-06 14:01:00,178,19,Belgium,1,331.18,1.0
12395.0,19,12,1844.57,2010-12-03 16:35:00,2011-11-20 15:21:00,1191,75,Belgium,352,153.71416666666667,29.333333333333332
12397.0,36,2,1720.01,2011-07-27 14:21:00,2011-11-04 09:52:00,1139,96,Belgium,100,860.005,50.0
12398.0,46,1,1273.24,2011-10-25 10:27:00,2011-10-25 10:27:00,1299,80,Switzerland,1,1273.24,1.0
12399.0,119,4,684.6,2011-03-23 09:42:00,2011-08-12 13:15:00,690,41,Belgium,143,171.15,35.75
12401.0,303,1,32.85,2011-02-09 13:50:00,2011-02-09 13:50:00,7,2,Belgium,1,32.85,1.0
12402.0,323,1,195.6,2011-01-20 13:49:00,2011-01-20 13:49:00,92,10,Belgium,1,195.6,1.0
12403.0,50,1,9.9,2011-10-21 10:51:00,2011-10-21 10:51:00,2,1,Denmark,1,9.9,1.0
12405.0,149,1,708.57,2011-07-14 08:52:00,2011-07-14 08:52:00,407,34,Finland,1,708.57,1.0
12406.0,22,2,1646.22,2011-06-09 10:23:00,2011-11-17 19:22:00,1158,69,Denmark,162,823.11,81.0
12407.0,50,5,932.01,2011-03-20 13:21:00,2011-10-21 10:11:00,814,46,Belgium,215,186.402,43.0
12408.0,33,5,1311.77,2011-03-24 14:46:00,2011-11-07 12:27:00,889,67,Belgium,228,262.354,45.6
12409.0,79,3,162.63,2011-06-10 12:19:00,2011-09-22 10:38:00,145,7,Switzerland,104,54.21,34.666666666666664
12410.0,309,1,234.63,2011-02-04 10:38:00,2011-02-04 10:38:00,153,13,Switzerland,1,234.63,1.0
12412.0,75,3,820.5,2011-06-23 13:51:00,2011-09-26 10:16:00,626,38,Denmark,95,273.5,31.666666666666668
12413.0,67,3,545.2,2011-01-06 16:12:00,2011-10-04 09:00:00,268,23,France,271,181.73333333333335,90.33333333333333
12414.0,217,3,174.45,2011-02-02 14:51:00,2011-05-06 14:51:00,117,9,Austria,94,58.15,31.333333333333332
12415.0,37,8,469.6,2011-01-06 11:12:00,2011-11-03 11:26:00,298,69,Australia,302,58.7,37.75
12417.0,3,9,2092.35,2010-12-17 11:51:00,2011-12-06 14:52:00,1246,123,Belgium,355,232.48333333333332,39.44444444444444
12418.0,113,1,314.21,2011-08-19 11:08:00,2011-08-19 11:08:00,310,23,Switzerland,1,314.21,1.0
12420.0,64,1,340.7,2011-10-07 08:55:00,2011-10-07 08:55:00,174,19,Cyprus,1,340.7,1.0
12421.0,16,4,607.57,2011-01-24 15:09:00,2011-11-24 09:07:00,429,30,Spain,304,151.8925,76.0
12422.0,96,3,645.3100000000001,2011-01-19 09:13:00,2011-09-05 09:48:00,364,37,Australia,230,215.10333333333335,76.66666666666667
12423.0,1,8,1449.69,2010-12-21 10:54:00,2011-12-09 10:10:00,1267,90,Belgium,353,181.21125,44.125
12424.0,163,2,233.92000000000002,2011-06-30 12:06:00,2011-06-30 12:06:00,124,15,Australia,1,116.96000000000001,0.5
12425.0,78,1,467.34,2011-09-22 17:31:00,2011-09-22 17:31:00,300,29,Portugal,1,467.34,1.0
12426.0,195,1,446.08,2011-05-29 12:26:00,2011-05-29 12:26:00,247,25,Germany,1,446.08,1.0
12427.0,22,3,382.65999999999997,2010-12-03 10:44:00,2011-11-18 08:56:00,188,20,Germany,350,127.55333333333333,116.66666666666667
12428.0,26,8,3768.98,2011-03-01 09:33:00,2011-11-14 08:22:00,2669,208,Finland,258,471.1225,32.25
12429.0,9,4,1049.34,2010-12-09 12:05:00,2011-11-30 17:22:00,738,54,Denmark,357,262.335,89.25
12430.0,43,1,129.0,2011-10-27 15:09:00,2011-10-27 15:09:00,104,8,Norway,1,129.0,1.0
12431.0,60,13,3032.51,2010-12-01 10:03:00,2011-10-10 14:49:00,1489,132,Australia,314,233.27,24.153846153846153
12432.0,43,3,840.1800000000001,2011-06-20 13:27:00,2011-10-28 11:40:00,506,53,Norway,130,280.06,43.333333333333336
12433.0,1,7,4304.1,2010-12-01 13:24:00,2011-12-09 10:02:00,3444,151,Norway,373,614.8714285714286,53.285714285714285
12434.0,85,2,532.24,2011-03-24 13:05:00,2011-09-16 12:38:00,352,37,Australia,176,266.12,88.0
12436.0,100,1,207.16000000000003,2011-09-01 12:09:00,2011-09-01 12:09:00,166,10,Norway,1,207.16000000000003,1.0
12437.0,2,18,2544.42,2011-01-12 14:13:00,2011-12-08 11:35:00,1916,102,France,330,141.35666666666668,18.333333333333332
12438.0,14,2,1312.1200000000001,2011-07-22 13:29:00,2011-11-25 13:28:00,826,63,Norway,126,656.0600000000001,63.0
12441.0,367,1,155.55,2010-12-08 10:45:00,2010-12-08 10:45:00,120,10,France,1,155.55,1.0
12442.0,3,1,144.06,2011-12-06 14:22:00,2011-12-06 14:22:00,181,11,Spain,1,144.06,1.0
12444.0,21,5,2119.61,2011-06-21 14:00:00,2011-11-18 13:23:00,929,108,Norway,150,423.922,30.0
12445.0,22,1,77.4,2011-11-17 18:43:00,2011-11-17 18:43:00,60,3,Spain,1,77.4,1.0
12446.0,58,1,734.36,2011-10-13 12:50:00,2011-10-13 12:50:00,326,45,RSA,1,734.36,1.0
12447.0,243,1,379.78999999999996,2011-04-10 13:25:00,2011-04-10 13:25:00,181,22,Belgium,1,379.78999999999996,1.0
12448.0,44,1,283.95,2011-10-26 13:46:00,2011-10-26 13:46:00,237,19,Spain,1,283.95,1.0
12449.0,22,4,2573.64,2011-06-05 15:37:00,2011-11-17 13:46:00,1378,104,Belgium,165,643.41,41.25
12450.0,156,2,131.88,2011-06-19 14:36:00,2011-07-06 14:41:00,88,7,Spain,18,65.94,9.0
12451.0,11,5,4307.89,2011-01-19 09:05:00,2011-11-29 08:40:00,3422,206,Switzerland,314,861.5780000000001,62.8
12452.0,17,1,287.67,2011-11-23 08:05:00,2011-11-23 08:05:00,175,19,Switzerland,1,287.67,1.0
12453.0,134,1,707.09,2011-07-28 14:08:00,2011-07-28 14:08:00,473,43,Austria,1,707.09,1.0
12455.0,73,5,932.86,2011-02-16 09:56:00,2011-09-27 15:31:00,668,59,Cyprus,224,186.572,44.8
12456.0,44,3,1465.24,2011-03-30 09:12:00,2011-10-26 14:41:00,1090,85,Switzerland,211,488.41333333333336,70.33333333333333
12457.0,86,2,840.13,2011-04-14 18:57:00,2011-09-14 15:54:00,459,40,Switzerland,153,420.065,76.5
12458.0,71,2,565.58,2011-02-28 10:55:00,2011-09-29 15:25:00,334,29,Switzerland,214,282.79,107.0
12461.0,155,1,419.08,2011-07-08 10:23:00,2011-07-08 10:23:00,256,29,Switzerland,1,419.08,1.0
12462.0,19,2,657.8,2011-02-09 14:44:00,2011-11-21 09:11:00,406,38,Spain,285,328.9,142.5
12463.0,53,4,1155.38,2011-04-12 12:47:00,2011-10-17 13:44:00,764,62,Belgium,189,288.845,47.25
12464.0,150,4,76.5,2011-02-03 13:30:00,2011-07-13 11:58:00,30,1,Belgium,160,19.125,40.0
12465.0,17,2,621.49,2011-06-23 13:37:00,2011-11-22 16:34:00,425,43,Belgium,153,310.745,76.5
12468.0,188,2,505.19,2011-01-27 13:29:00,2011-06-05 11:36:00,297,31,Germany,129,252.595,64.5
12471.0,2,26,5742.55,2010-12-10 09:35:00,2011-12-07 15:43:00,3792,128,Germany,363,220.8673076923077,13.961538461538462
12472.0,32,7,4543.17,2010-12-05 14:19:00,2011-11-07 14:01:00,3494,202,Germany,337,649.0242857142857,48.142857142857146
12473.0,54,3,2143.05,2011-06-01 10:15:00,2011-10-17 11:27:00,1767,121,Germany,139,714.35,46.333333333333336
12474.0,17,17,5894.89,2011-01-14 10:06:00,2011-11-22 14:39:00,4232,234,Germany,313,346.75823529411764,18.41176470588235
12475.0,54,1,483.34000000000003,2011-10-17 10:10:00,2011-10-17 10:10:00,288,29,Germany,1,483.34000000000003,1.0
12476.0,16,10,2862.79,2010-12-13 14:39:00,2011-11-24 12:40:00,1607,134,Germany,346,286.279,34.6
12477.0,23,6,3325.9,2011-02-11 12:45:00,2011-11-17 09:51:00,1476,129,Germany,279,554.3166666666667,46.5
12478.0,4,1,479.59000000000003,2011-12-06 09:56:00,2011-12-06 09:56:00,225,32,Greece,1,479.59000000000003,1.0
12479.0,11,1,426.35,2011-11-28 13:26:00,2011-11-28 13:26:00,377,28,Germany,1,426.35,1.0
12480.0,28,4,2178.14,2011-01-07 15:27:00,2011-11-11 14:52:00,1272,118,Germany,308,544.535,77.0
12481.0,23,10,3000.2,2010-12-09 10:13:00,2011-11-17 08:29:00,2248,121,Germany,343,300.02,34.3
12483.0,17,7,1095.52,2011-01-04 14:20:00,2011-11-22 17:02:00,676,38,Sweden,323,156.50285714285715,46.142857142857146
12484.0,35,4,3336.98,2011-01-07 14:04:00,2011-11-04 15:18:00,1940,230,Spain,302,834.245,75.5
12488.0,10,3,700.64,2011-09-25 10:34:00,2011-11-30 08:50:00,376,36,France,66,233.54666666666665,22.0
12489.0,336,1,191.43,2011-01-07 13:13:00,2011-01-07 13:13:00,93,10,France,1,191.43,1.0
12490.0,5,10,3575.13,2011-01-14 09:13:00,2011-12-04 16:07:00,2371,117,France,325,357.51300000000003,32.5
12491.0,39,1,350.75,2011-11-01 12:18:00,2011-11-01 12:18:00,183,23,France,1,350.75,1.0
12492.0,63,2,227.21,2011-08-26 14:51:00,2011-10-07 15:15:00,190,18,Germany,43,113.605,21.5
12493.0,166,2,332.91,2011-05-26 14:53:00,2011-06-27 10:17:00,167,16,France,32,166.455,16.0
12494.0,16,7,951.75,2010-12-09 11:31:00,2011-11-24 09:34:00,685,59,France,350,135.96428571428572,50.0
12497.0,82,1,20.4,2011-09-19 12:29:00,2011-09-19 12:29:00,24,1,Germany,1,20.4,1.0
12498.0,21,3,349.70000000000005,2011-10-13 09:30:00,2011-11-18 12:53:00,156,20,Germany,37,116.56666666666668,12.333333333333334
12500.0,50,6,319.99,2011-02-17 12:23:00,2011-10-21 10:13:00,161,22,Germany,246,53.33166666666667,41.0
12501.0,337,1,1866.66,2011-01-07 12:28:00,2011-01-07 12:28:00,1618,138,Germany,1,1866.66,1.0
12502.0,96,5,1403.6200000000001,2011-02-03 10:41:00,2011-09-05 11:52:00,584,71,Spain,215,280.72400000000005,43.0
12504.0,30,1,60.0,2011-11-09 14:56:00,2011-11-09 14:56:00,48,2,Germany,1,60.0,1.0
12506.0,233,1,57.6,2011-04-21 08:54:00,2011-04-21 08:54:00,21,21,France,1,57.6,1.0
12507.0,299,1,206.10000000000002,2011-02-14 09:24:00,2011-02-14 09:24:00,126,9,Spain,1,206.10000000000002,1.0
12508.0,26,2,398.27,2011-11-10 16:27:00,2011-11-13 15:37:00,272,57,France,3,199.135,1.5
12509.0,284,1,25.5,2011-02-28 14:45:00,2011-02-28 14:45:00,30,3,France,1,25.5,1.0
12510.0,143,2,467.65,2011-01-18 14:04:00,2011-07-20 10:15:00,271,26,Spain,183,233.825,91.5
12512.0,66,2,130.07999999999998,2011-10-04 14:53:00,2011-10-04 14:55:00,98,30,Israel,1,65.03999999999999,0.5
12513.0,113,1,520.04,2011-08-19 10:51:00,2011-08-19 10:51:00,456,33,France,1,520.04,1.0
12514.0,267,1,737.98,2011-03-17 16:38:00,2011-03-17 16:38:00,410,43,Italy,1,737.98,1.0
12515.0,353,1,190.8,2010-12-21 15:43:00,2010-12-21 15:43:00,120,11,Italy,1,190.8,1.0
12516.0,78,2,104.08,2011-06-12 11:37:00,2011-09-23 09:13:00,106,7,Germany,103,52.04,51.5
12517.0,28,4,2198.09,2011-06-02 15:13:00,2011-11-11 13:57:00,1346,221,Germany,162,549.5225,40.5
12518.0,1,5,1654.03,2011-08-21 13:18:00,2011-12-09 10:13:00,1254,80,Germany,110,330.806,22.0
12519.0,64,1,252.84,2011-10-07 09:26:00,2011-10-07 09:26:00,176,15,Germany,1,252.84,1.0
12520.0,79,5,2009.54,2011-03-11 11:35:00,2011-09-21 15:23:00,1379,112,Germany,195,401.908,39.0
12521.0,143,1,457.43,2011-07-20 10:51:00,2011-07-20 10:51:00,281,33,Germany,1,457.43,1.0
12522.0,39,2,152.72,2011-10-19 14:41:00,2011-10-31 15:30:00,92,9,Germany,13,76.36,6.5
12523.0,19,11,1238.31,2011-01-12 09:43:00,2011-11-20 12:55:00,765,62,France,313,112.57363636363635,28.454545454545453
12524.0,9,8,1484.01,2011-01-10 10:35:00,2011-11-30 15:31:00,1158,73,Germany,325,185.50125,40.625
12526.0,1,3,1074.46,2011-09-06 14:19:00,2011-12-09 12:09:00,614,58,Germany,94,358.15333333333336,31.333333333333332
12527.0,82,3,195.91000000000003,2011-01-18 12:05:00,2011-09-19 11:55:00,181,14,Germany,244,65.30333333333334,81.33333333333333
12528.0,9,6,983.03,2011-01-31 09:05:00,2011-11-30 14:40:00,661,36,Germany,304,163.83833333333334,50.666666666666664
12530.0,60,4,843.4200000000001,2011-01-07 10:04:00,2011-10-11 12:34:00,466,41,Germany,278,210.85500000000002,69.5
12531.0,15,1,95.27,2011-11-25 11:12:00,2011-11-25 11:12:00,44,16,Germany,1,95.27,1.0
12532.0,30,1,252.33,2011-11-09 13:47:00,2011-11-09 13:47:00,137,13,France,1,252.33,1.0
12534.0,131,1,828.73,2011-08-01 10:26:00,2011-08-01 10:26:00,630,55,Germany,1,828.73,1.0
12535.0,92,2,488.75,2011-06-06 12:47:00,2011-09-09 08:48:00,185,22,France,95,244.375,47.5
12536.0,59,1,3511.05,2011-10-11 14:52:00,2011-10-11 14:52:00,2455,227,France,1,3511.05,1.0
12538.0,29,1,258.75,2011-11-10 17:16:00,2011-11-10 17:16:00,179,16,Spain,1,258.75,1.0
12539.0,22,4,4017.4,2011-01-10 09:11:00,2011-11-17 13:30:00,1920,133,Spain,312,1004.35,78.0
12540.0,20,17,6031.14,2010-12-13 09:39:00,2011-11-20 11:31:00,4646,229,Spain,343,354.7729411764706,20.176470588235293
12541.0,30,3,721.38,2011-03-04 09:32:00,2011-11-10 10:40:00,629,42,Spain,252,240.46,84.0
12544.0,36,1,284.9,2011-11-03 16:15:00,2011-11-03 16:15:00,130,17,Spain,1,284.9,1.0
12545.0,75,2,698.8,2011-03-25 12:04:00,2011-09-25 13:39:00,468,34,Spain,185,349.4,92.5
12546.0,47,2,969.58,2011-09-23 09:44:00,2011-10-24 12:09:00,528,55,Spain,32,484.79,16.0
12547.0,198,2,151.79999999999998,2011-03-04 12:46:00,2011-05-26 12:38:00,132,6,Spain,83,75.89999999999999,41.5
12548.0,166,1,67.19999999999999,2011-06-26 15:35:00,2011-06-26 15:35:00,48,4,Spain,1,67.19999999999999,1.0
12550.0,79,1,748.88,2011-09-21 14:35:00,2011-09-21 14:35:00,555,52,Spain,1,748.88,1.0
12551.0,358,1,168.0,2010-12-17 11:23:00,2010-12-17 11:23:00,100,10,Spain,1,168.0,1.0
12552.0,40,1,165.47,2011-10-31 12:11:00,2011-10-31 12:11:00,70,9,Italy,1,165.47,1.0
12553.0,8,10,2729.7,2011-01-14 10:42:00,2011-12-01 16:38:00,1563,87,France,322,272.96999999999997,32.2
12556.0,50,2,517.81,2011-07-11 13:35:00,2011-10-20 13:06:00,349,93,Spain,101,258.905,50.5
12558.0,8,1,145.16,2011-12-02 10:41:00,2011-12-02 10:41:00,136,9,USA,1,145.16,1.0
12559.0,320,1,210.96,2011-01-24 10:12:00,2011-01-24 10:12:00,178,14,Germany,1,210.96,1.0
12560.0,5,2,1482.36,2011-07-19 15:55:00,2011-12-04 13:54:00,943,79,Germany,138,741.18,69.0
12561.0,303,1,207.05,2011-02-10 11:39:00,2011-02-10 11:39:00,173,14,Germany,1,207.05,1.0
12562.0,8,7,2473.2200000000003,2011-05-25 12:44:00,2011-12-01 17:20:00,1395,88,France,191,353.31714285714287,27.285714285714285
12564.0,261,1,336.15,2011-03-23 14:55:00,2011-03-23 14:55:00,125,17,France,1,336.15,1.0
12565.0,289,1,145.92,2011-02-24 10:34:00,2011-02-24 10:34:00,80,9,Saudi Arabia,1,145.92,1.0
12566.0,86,1,222.13,2011-09-14 14:30:00,2011-09-14 14:30:00,208,14,Germany,1,222.13,1.0
12567.0,23,10,6536.83,2010-12-05 11:57:00,2011-11-17 11:02:00,3770,283,France,347,653.683,34.7
12569.0,2,28,2345.09,2011-04-01 13:47:00,2011-12-07 16:24:00,1493,80,Germany,251,83.7532142857143,8.964285714285714
12571.0,40,2,489.37,2011-08-10 12:35:00,2011-10-31 10:19:00,451,29,France,82,244.685,41.0
12572.0,9,2,650.87,2011-10-19 08:20:00,2011-12-01 09:20:00,391,45,Germany,44,325.435,22.0
12573.0,227,1,150.59,2011-04-26 15:52:00,2011-04-26 15:52:00,83,25,France,1,150.59,1.0
12574.0,316,1,162.55,2011-01-28 09:20:00,2011-01-28 09:20:00,57,9,France,1,162.55,1.0
12576.0,36,5,1225.31,2011-02-08 11:31:00,2011-11-04 10:11:00,915,67,Poland,269,245.06199999999998,53.8
12577.0,35,3,570.65,2010-12-15 16:21:00,2011-11-04 13:24:00,463,133,France,324,190.21666666666667,108.0
12578.0,21,2,1904.8600000000001,2011-01-13 15:34:00,2011-11-18 13:30:00,1063,97,Italy,309,952.4300000000001,154.5
12579.0,78,1,329.12,2011-09-22 17:15:00,2011-09-22 17:15:00,276,24,France,1,329.12,1.0
12580.0,247,1,379.7,2011-04-07 10:24:00,2011-04-07 10:24:00,236,23,Germany,1,379.7,1.0
12581.0,40,1,169.76,2011-10-31 08:56:00,2011-10-31 08:56:00,159,13,Germany,1,169.76,1.0
12582.0,239,2,313.92,2011-02-24 11:42:00,2011-04-15 08:45:00,200,18,Finland,50,156.96,25.0
12583.0,3,15,2556.08,2010-12-01 08:45:00,2011-12-07 08:07:00,2052,90,France,371,170.40533333333332,24.733333333333334
12584.0,4,8,794.6,2011-03-04 15:15:00,2011-12-06 09:35:00,224,23,Italy,277,99.325,34.625
12585.0,234,2,1173.35,2010-12-23 12:58:00,2011-04-19 13:39:00,950,68,Germany,118,586.675,59.0
12586.0,17,1,186.54000000000002,2011-11-22 16:24:00,2011-11-22 16:24:00,78,10,Italy,1,186.54000000000002,1.0
12587.0,8,1,20.8,2011-12-02 12:47:00,2011-12-02 12:47:00,10,1,Finland,1,20.8,1.0
12588.0,39,1,79.65,2011-10-31 15:01:00,2011-10-31 15:01:00,43,5,Finland,1,79.65,1.0
12589.0,29,2,417.28,2011-07-18 12:05:00,2011-11-11 10:19:00,288,22,France,116,208.64,58.0
12591.0,317,1,323.1,2011-01-26 14:35:00,2011-01-26 14:35:00,220,22,Italy,1,323.1,1.0
12592.0,92,2,350.6,2011-05-10 13:44:00,2011-09-08 15:04:00,228,9,Germany,122,175.3,61.0
12593.0,109,3,342.59999999999997,2011-05-05 09:29:00,2011-08-23 12:43:00,194,12,France,111,114.19999999999999,37.0
12594.0,47,7,1865.22,2011-01-21 09:52:00,2011-10-24 12:44:00,1020,41,Italy,277,266.46,39.57142857142857
12596.0,51,2,288.27,2011-04-11 13:22:00,2011-10-19 13:02:00,234,17,Spain,191,144.135,95.5
12597.0,19,4,2499.07,2011-03-16 14:00:00,2011-11-20 13:33:00,1701,148,Spain,249,624.7675,62.25
12598.0,10,7,1739.01,2011-02-28 11:58:00,2011-11-30 12:18:00,1183,67,France,276,248.43,39.42857142857143
12599.0,29,7,719.38,2011-02-08 13:28:00,2011-11-10 13:34:00,804,30,France,276,102.76857142857143,39.42857142857143
12600.0,29,9,603.92,2010-12-17 09:24:00,2011-11-11 10:29:00,398,27,Germany,330,67.10222222222222,36.666666666666664
12601.0,190,5,371.51,2011-01-11 10:38:00,2011-06-03 10:17:00,203,19,Germany,143,74.30199999999999,28.6
12602.0,59,1,129.22,2011-10-12 11:22:00,2011-10-12 11:22:00,160,11,France,1,129.22,1.0
12604.0,79,2,236.18,2011-03-23 12:06:00,2011-09-21 14:08:00,200,14,France,183,118.09,91.5
12607.0,60,1,1450.66,2011-10-10 16:06:00,2011-10-10 16:06:00,1177,95,USA,1,1450.66,1.0
12609.0,78,3,846.11,2011-01-25 15:13:00,2011-09-22 16:34:00,533,49,Germany,241,282.0366666666667,80.33333333333333
12610.0,23,4,1400.44,2011-08-05 13:52:00,2011-11-17 09:34:00,968,70,Italy,104,350.11,26.0
12611.0,52,1,884.92,2011-10-18 13:12:00,2011-10-18 13:12:00,608,58,Italy,1,884.92,1.0
12612.0,74,1,220.8,2011-09-26 15:35:00,2011-09-26 15:35:00,128,9,Germany,1,220.8,1.0
12613.0,57,4,2554.2,2011-03-22 15:42:00,2011-10-13 14:59:00,1360,114,Germany,205,638.55,51.25
12614.0,278,1,218.15,2011-03-07 10:22:00,2011-03-07 10:22:00,65,14,Germany,1,218.15,1.0
12615.0,2,4,1389.83,2011-06-24 13:35:00,2011-12-07 15:02:00,913,71,France,167,347.4575,41.75
12616.0,95,2,386.79999999999995,2011-02-15 14:17:00,2011-09-05 15:17:00,250,20,France,203,193.39999999999998,101.5
12617.0,29,1,335.63,2011-11-10 14:39:00,2011-11-10 14:39:00,211,37,France,1,335.63,1.0
12618.0,22,1,121.41,2011-11-18 11:10:00,2011-11-18 11:10:00,93,9,Italy,1,121.41,1.0
12619.0,16,8,681.02,2011-03-31 13:10:00,2011-11-23 14:52:00,708,32,Germany,238,85.1275,29.75
12620.0,15,3,1100.1399999999999,2011-05-19 12:10:00,2011-11-25 10:20:00,838,78,France,190,366.7133333333333,63.333333333333336
12621.0,2,18,6051.06,2010-12-09 10:16:00,2011-12-08 11:25:00,4151,226,Germany,365,336.17,20.27777777777778
12622.0,232,1,123.85,2011-04-21 16:39:00,2011-04-21 16:39:00,65,8,Germany,1,123.85,1.0
12623.0,276,1,230.1,2011-03-08 13:50:00,2011-03-08 13:50:00,169,16,Germany,1,230.1,1.0
12624.0,106,2,492.78,2011-06-15 12:34:00,2011-08-25 15:04:00,342,30,France,72,246.39,36.0
12625.0,212,2,1037.32,2011-01-24 13:27:00,2011-05-12 09:54:00,1103,57,Germany,108,518.66,54.0
12626.0,23,9,3931.71,2011-01-17 11:01:00,2011-11-16 16:06:00,2627,205,Germany,304,436.8566666666667,33.77777777777778
12627.0,11,6,3314.0,2011-07-22 13:59:00,2011-11-29 12:07:00,2079,148,Germany,130,552.3333333333334,21.666666666666668
12628.0,4,3,665.46,2011-10-06 09:28:00,2011-12-05 13:15:00,403,32,Germany,61,221.82000000000002,20.333333333333332
12630.0,10,2,905.08,2011-10-27 10:41:00,2011-11-30 10:48:00,530,53,Finland,35,452.54,17.5
12631.0,57,1,396.0,2011-10-13 13:53:00,2011-10-13 13:53:00,222,25,Finland,1,396.0,1.0
12633.0,59,4,1338.34,2011-02-25 08:44:00,2011-10-12 11:40:00,787,63,Germany,230,334.585,57.5
12635.0,90,2,1357.69,2011-07-08 08:43:00,2011-09-11 11:04:00,1001,86,Germany,66,678.845,33.0
12637.0,67,8,4334.78,2011-01-20 10:47:00,2011-10-03 13:46:00,2555,182,France,257,541.8475,32.125
